child,parent,description
JC585-L-2011,JC,Law against liberty : the criminalization of dissent 
JZ1318-W-2011,JZ,Political responsibility for a globalised world : after Levinas' humanism 
JC423-M-2013,JC,Democracy and democratization in comparative perspective : conceptions
JZ6009-E-2012,JZ,European homeland security : a European strategy in the making? 
JV6225-C-2012,JV,Cross border migrant organizations in comparative perspective 
JZ1570-E-2012,JZ,EU-ASEAN relations in the 21st century : strategic partnership in the making 
JZ6009-M-2012,JZ,European security : the roles of regional organisations 
JC251-L-2013,JC,"Leo Strauss's defense of the philosophic life : reading What is political philosophy?"" "
JQ1789-M-2010,JQ,Media
JC330-D-2012,JC,Political resurrection in the twentieth century : the fall and rise of political leaders 
JK1764-G-2013,JK,The politics of the American dream : democratic inclusion in contemporary American political culture 
JZ5538-W-2012,JZ,Ways out of war : peacemakers in the Middle East and Balkans 
JA85-L-2012,JA,Creatures of politics : media
JX1706-E-2012,JX,The Embassy in Grosvenor Square : American ambassadors to the United Kingdom
JC355-S-2011,JC,Federalism : a normative theory and its practical relevance 
JZ1242-D-2011,JZ,Key concepts in international relations 
JC479-M-2012,JC,The moral neoliberal : welfare and citizenship in Italy 
JZ1480-L-2012,JZ,Outlier states : American strategies to change
JN3971-T-2011,JN,Political parties and public policy in the German länder : when parties matter 
JZ1480-W-2011,JZ,American foreign policy in regions of conflict : a global perspective 
JZ1308-B-2012,JZ,The anarchical society : a study of order in World politics 
JC312-C-2012,JC,Constructivist theories of ethnic politics 
JZ5930-E-2012,JZ,Crises in the Atlantic alliance : affect and relations among NATO members 
JQ1852-H-2011,JQ,The digital origins of dictatorship and democracy : information technology and political Islam 
JZ1305-B-2012,JZ,"Diplomatie de connivence. English+""Diplomacy of connivance "
JV1817-S-2012,JV,"Enfants de la colonie. English+""Empire's children : race"
JV6035-L-2012,JV,Liberal states and the freedom of movement : selective borders
JZ5538-L-2012,JZ,Local peacebuilding and national peace : interaction between grassroots and elite processes 
JQ3946-D-2011,JQ,Moroccan monarchy and the Islamist challenge : maintaining Makhzen power 
JZ4841-L-2013,JZ,NGOs
JC419-O-2011,JC,On oligarchy : ancient lessons for global politics 
JF1525-O-2012,JF,Open source intelligence in a networked world 
JZ1308-R-2012,JZ,Perpetual war : cosmopolitanism from the viewpoint of violence 
JZ5830-V-2013,JZ,Phantom menace or looming danger? : a new framework for assessing bioweapons threats 
JN1129-B-2011,JN,The British National Party : contemporary perspectives 
JZ6401-A-2012,JZ,Conflicts and wars : their fallout and prevention 
JF799-D-2012,JF,Democracy in motion : evaluating the practice and impact of deliberative civic engagement 
JC330-E-2011,JC,Evaluation : seeking truth or power? 
JV6035-G-2012,JV,Global migration : challenges in the twenty-first century 
JC574-K-2012,JC,Liberalization Challenges in Hungary : elitism
JC311-Y-2012,JC,Nationalism and the moral psychology of community 
JZ5930-W-2012,JZ,NATO's post-cold war trajectory : decline or regeneration? 
JZ1305-K-2012,JZ,Polite anarchy in international relations theory 
JC480-S-2012,JC,The politics of authoritarian rule 
JV6483-B-2011,JV,Border wars 
JF799-L-2011,JF,The capacity for civic engagement : public and private worlds of the self 
JZ1242-M-2012,JZ,"Notion du politique"" et la théorie des differends internationaux. English""+""The concept of the political "
JZ1405-B-2012,JZ,Embassies in armed conflict 
JN97-C-2011,JN,Embracing democracy in the western Balkans : from postconflict struggles toward European integration 
JZ1310-M-2011,JZ,Major powers and the quest for status in international politics : global and regional perspectives 
JN50-K-2012,JN,Party transformations in European democracies 
JN6165-D-2012,JN,The politics of Belgium : governing a divided society 
JN40-C-2012,JN,Citizens' initiatives in Europe : procedures and consequences of agenda-setting by citizens 
JN329-B-2012,JN,Comparing devolved governance 
JZ5584-C-2011,JZ,Conflict and human security in Africa : Kenya in perspective 
JQ1631-J-2011,JQ,Japanese politics today : from karaoke to kabuki democracy 
JZ5538-F-2011,JZ,"Faire la paix. English.+""Making peace : the contribution of international institutions "
JZ5588-N-2011,JZ,NATO : the power of partnerships 
JA80-B-2012,JA,Biopolitical experience : Foucault
JN238-C-2011,JN,The Cameron-Clegg government : coalition politics in an age of austerity 
JV8132-C-2012,JV,Children of immigrants in a globalized world : a generational experience 
JA71-G-2011,JA,Cosmopolitan political thought : method
JF799-L-2012,JF,Liberation technology : social media and the struggle for democracy 
JC311-S-2011,JC,National belonging and everyday life : the significance of nationhood in an uncertain world 
JF60-Y-2011,JF,Political parties
JZ1318-E-2012,JZ,Encyclopedia of global studies 
JV412-L-2012,JV,Proconsuls : delegated political-military leadership from Rome to America today 
JF1081-R-2011,JF,The quality of government : corruption
JQ281-R-2012,JQ,Re-framing democracy and agency in India : interrogating political society 
JZ5538-S-2012,JZ,The security-development nexus : peace
JN96-S-2012,JN,Socialism vanquished
JF1525-R-2012,JF,Transformative political leadership : making a difference in the developing world 
JK275-B-2011,JK,Politics
JZ1480-P-2011,JZ,The practice of public diplomacy : confronting challenges abroad 
JN405-B-2012,JN,Prime ministers in power : political leadership in Britain and Australia 
JZ1305-P-2012,JZ,Public participation in foreign policy 
JV6344-R-2012,JV,Realizing the potential of immigrant youth 
JZ1734-I-2012,JZ,Samudra Manthan : Sino-Indian rivalry in the Indo-Pacific 
JC423-F-2012,JC,Sharing democracy 
JZ1592-H-2011,JZ,A state of peace in Europe : West Germany and the CSCE
JC355-P-2011,JC,Uniting States : voluntary union in world politics 
JZ1480-R-2011,JZ,The US-EU security relationship : the tensions between a European and a global agenda 
JN6695-W-2012,JN,Waiting for reform under Putin and Medvedev 
JZ4850-C-2011,JZ,Securing approval : domestic politics and multilateral authorization for war 
JZ6368-Q-2011,JZ,Understanding general deterrence : theory and application 
JV7590-M-2013,JV,Central and East European migrants' contributions to social protection 
JN2728-K-2012,JN,Bureaucrats and bourgeois society : office politics and individual credit :  France
JQ1850-B-2006,JQ,Democracy and civil society in Arab political thought : transcultural possibilities 
JC423-A-2013,JC,Democracy and the politics of electoral system choice : engineering electoral dominance 
JF1351-H-2013,JF,Governpreneurship : establishing a thriving entrepreneurial spirit in government 
JN621-B-2012,JN,The House of Lords
JZ1318-M-2012,JZ,The Middle East and globalization : encounters and horizons 
JZ1570-K-2013,JZ,The Middle East peace process and the EU : foreign policy and security strategy in international politics 
JQ1852-M-2009,JQ,Muslims in global politics : identities
JC481-P-2012,JC,The nature of fascism revisited 
JQ229-S-2012,JQ,Vision and strategy in Indian politics : Jawaharlal Nehru's policy choices and the designing of political institutions 
JZ6300-A-2012,JZ,Assessing and restoring natural resources in post-conflict peacebuilding 
JA71-E-2012,JA,Rupture : on the emergence of the political 
JA71-R-2013,JA,The common good of constitutional democracy : essays in political philosophy and on Catholic social teaching 
JN30-M-2012,JN,The multi-level and polycentric European Union : legal and political studies 
JN40-N-2012,JN,New participatory dimensions in civil society : professionalization and individualized collective action 
JZ6385-H-2012,JZ,Peace and conflict 2012 
JN8210-P-2011,JN,Politics and memory of democratic transition : the Spanish model 
JK275-M-2012,JK,The politics of gratitude : scale
JF2112-K-2011,JF,The politics of party funding : state funding to political parties and party competition in western Europe 
JA74-P-2013,JA,Passions and emotions 
JQ1805-N-2011,JQ,Nationalisms and politics in Turkey : political Islam
JC337-O-2011,JC,The Oxford handbook of civil society 
JN231-L-2011,JN,The personalisation of politics in the UK : mediated leadership from Attlee to Cameron 
JC574-B-2011,JC,Political liberalism in Muslim societies 
JZ6392-F-2011,JZ,Morality and war : can war be just in the twenty-first century? 
JQ1729-K-2012,JQ,North Korea : beyond charismatic politics 
JF511-L-2011,JF,On legislatures : the puzzle of representation 
JN3971-M-2012,JN,The origins of Christian democracy : politics and confession in modern Germany 
JZ5534-N-2012,JZ,Peace education : how we come to love and hate war 
JF2051-C-2012,JF,Politics at the centre : the selection and removal of party leaders in the Anglo parliamentary democracies 
JZ1253-P-2012,JZ,Psychology and constructivism in international relations : an ideational alliance 
JF1061-P-2011,JF,The political representation of immigrants and minorities : voters
JZ5330-R-2011,JZ,The regional integration manual : quantitative and qualitative methods 
JC11-H-2011,JC,Nomad citizenship : free-market communism and the slow-motion general strike 
JZ5665-G-2012,JZ,Nuclear statecraft : history and strategy in America's atomic age 
JN96-P-2012,JN,Politics and economics of Central and Eastern Europe 
JZ1242-M-2012,JZ,The precautionary principle in international relations : constructing foreign and defense policy in an age of uncertainty 
JF2051-J-2011,JF,Party systems and country governance 
JF2112-P-2011,JF,Political public relations : principles and applications 
JZ5930-B-2013,JZ,NATO's security discourse after the Cold War : representing the West 
JA79-G-2012,JA,On settling 
JC73-S-2011,JC,Polis and revolution : responding to oligarchy in classical Athens 
JQ1785-P-2011,JQ,Politics of modern Iran 
JZ1307-Z-2011,JZ,The realist tradition in international relations : the foundations of Western order 
JZ1711-C-2012,JZ,Great games
JV8754-B-2011,JV,Heimat quê hu'o'ng : Fotografien von vietnamesischen Rückkehrern = Photographs of Vietnamese returnees 
JZ5675-I-2012,JZ,Indo-US nuclear deal : seeking synergy in bilateralism 
JQ1850-P-2013,JQ,Political regimes in the Arab world : society and the exercise of power 
JN50-S-2011,JN,Political survival of small parties in Europe 
JV6601-A-2011,JV,Applying for asylum : the U.S. system and policies 
JZ1730-I-2011,JZ,China and India : great power rivals 
JV6601-C-2011,JV,Coming to America : refugee admissions and assistance 
JC423-F-2012,JC,Defending politics : why democracy matters in the twenty-first century 
JC423-O-2012,JC,Democracy despite itself : why a system that shouldn't work at all works so well 
JV6038-G-2011,JV,Global migration governance 
JA71-O-2012,JA,Oxford handbook of governance 
JN33-B-2011,JN,The EU comitology system in theory and practice : keeping an eye on the Commission? 
JA81-G-2011,JA,The forum and the tower : how scholars and politicians have imagined the world
JQ1510-S-2011,JQ,Governance and politics of China 
JC423-C-2011,JC,The government of the peoples : on the idea and principles of multilateral democracy 
JA79-B-2012,JA,Habilitation
JA75-K-2011,JA,Knowing nature : conversations at the intersection of political ecology and science studies 
JZ1745-M-2011,JZ,Masculinity & Japan's foreign relations 
JZ1480-B-2011,JZ,Bangladesh and Burma : background and issues 
JF1525-C-2011,JF,Cases on adoption
JF801-C-2012,JF,Citizenship : practices
JF1001-F-2011,JF,Electoral systems : a comparative introduction 
JV6483-I-2011,JV,Illegal alien and immigrant issues 
JV8757-K-2011,JV,Korean migration to the wealthy West 
JS78-L-2011,JS,Local government 
JN50-A-2012,JN,Challenging the state : devolution and the battle for partisan credibility : a comparison of Belgium
JN956-D-2012,JN,Elections and voters in Britain 
JQ220-M-2012,JQ,Minority studies 
JA84-Y-2012,JA,Pedagogy of power
JQ281-A-2012,JQ,Anxieties of democracy : Tocquevillean reflections on India and the United States 
JZ1734-N-2012,JZ,China's search for security 
JN6531-M-2012,JN,The color revolutions 
JZ5538-P-2012,JZ,Ending wars well : order
JQ2929-L-2011,JQ,From protest to parties : party-building and democratization in Africa 
JZ5538-Z-2011,JZ,Governing disorder : UN peace operations
JC578-Z-2012,JC,Liberal neutrality : treating citizens as free and equal 
JA85-P-2011,JA,Political languages in the age of extremes 
JC330-P-2011,JC,Political leadership and its significance in a time of troubles 
JZ1480-B-2012,JZ,American force : dangers
JA80-B-2012,JA,Biopolitics : the political potential of the life sciences 
JF491-T-2012,JF,Constitutional referendums : the theory and practice of republican deliberation 
JZ5625-C-2012,JZ,Arms control policy : a guide to the issues 
JC423-M-2012,JC,Changes for democracy : actors
JQ3386-C-2011,JQ,Cote d'Ivoire (Ivory Coast) election crisis and aftermath 
JC423-P-2012,JC,Democracy and public space : the physical sites of democratic performance 
JZ1720-I-2011,JZ,International relations theory and South Asia : security
JZ5930-N-2012,JZ,Nato : membership
JZ1308-K-2012,JZ,No one's world : the West
JQ2947-C-2011,JQ,Challenging the rulers : a leadership model for good governance 
JC494-A-2012,JC,Revolutionary Overthrow of Constitutional Orders in Africa 
JV6483-U-2012,JV,Using pattern analysis and systematic randomness to allocate U.S. border security resources : technical report 
JQ2947-D-2011,JQ,Defining moments : reflections on citizenship
JA66-S-2011,JA,Understanding principles of politics and the state 
JZ5665-E-2012,JZ,The age of deception : nuclear diplomacy in treacherous times 
JZ5601-P-2012,JZ,Beyond global crisis : remedies and road maps by Daisaku Ikeda and his contemporaries 
JQ750-C-2012,JQ,Soldiers and politics in Southeast Asia : civil-military relations in comparative perspective
JQ1875-A-2012,JQ,The Africana world : from fragmentation to unity and renaissance 
JQ3762-T-2011,JQ,The design and implementation of business process reengineering in the Ethiopian public sector : an assessment of four organizations 
JQ2998-E-2011,JQ,Election management bodies in West Africa : a comparative study of the contribution of electoral commissions to the strengthening of democracy 
JC423-F-2012,JC,The feasibility of the democratic developmental state in the south 
JQ2760-F-2012,JQ,A fine balance : assessing the quality of governance in Botswana  
JZ1305-D-2011,JZ,Theories of international politics and zombies 
JN6699-N-2011,JN,Citizens in the making in post-Soviet states 
JV7590-E-2011,JV,"Enzyklopädie Migration in Europa. English.+""The encyclopedia of migration and minorities in Europe : from the seventeenth century to the present "
JA75-B-2011,JA,Ironic ethics = Ironische Ethik 
JF51-S-2013,JF,Case studies in comparative politics 
JQ1398-R-2011,JQ,Komunista : the genesis of the Philippine Communist Party
JA75-P-2008,JA,Popular culture and political identity in the Arab Gulf states 
JF1351-B-2012,JF,Building better policies : the nuts and bolts of monitoring and evaluation systems 
JV7682-M-2011,JV,Being a refugee : learning and identity : a longitudinal study of refugees in the UK 
JQ5995-L-2011,JQ,The contract system of employment for senior government officials : experiences from the Pacific 
JC153-H-2011,JC,Leviathan 
JF1351-P-2011,JF,Public administration : 25 years of analysis and debate 
JZ1251-C-2007,JZ,Civilizational dialogue and political thought : Tehran papers 
JN6695-C-2012,JN,Crises in Russia : contemporary management policy and practice from a historical perspective 
JV6465-C-2005,JV,Crossing over : comparing recent migration in the United States and Europe 
JQ1850-D-2007,JQ,Debating Arab authoritarianism : dynamics and durability in nondemocratic regimes 
JC423-D-2004,JC,Democracy and pluralism in Muslim Eurasia 
JQ1758-D-2007,JQ,Democracy in the Middle East 
JQ1850-G-2009,JQ,Getting to pluralism : political actors in the Arab world 
JF1061-K-2006,JF,Imposing power-sharing : conflict and coexistence in Northern Ireland and Lebanon 
JQ3881-S-2010,JQ,Islamists and secularists in Egypt : opposition
JZ5675-B-2004,JZ,No end in sight : the continuing menace of nuclear proliferation 
JQ231-O-2010,JQ,The Oxford companion to politics in India 
JQ1758-A-2006,JQ,Party building in the modern Middle East 
JQ1850-B-2010,JQ,Political succession in the Arab world : constitutions
JZ6009-B-2005,JZ,Regional security in the Middle East : a critical perspective 
JC327-D-2013,JC,Self-determination without nationalism : a theory of postnational sovereignty 
JQ1850-S-2010,JQ,The struggle over democracy in the Middle East : regional politics and external policies 
JZ1305-B-2005,JZ,United we stand? : divide-and-conquer politics and the logic of international hostility 
JQ1789-P-2001,JQ,Winds of change : the future of democracy in Iran 
JZ6009-B-2004,JZ,Building regional security in the Middle East : international
JQ3847-A-2004,JQ,Civil society exposed : the politics of NGOs in Egypt 
JZ1649-D-2013,JZ,Debating Security in Turkey : Challenges and Changes in the Twenty-First Century 
JV51-M-2006,JV,"Portrait du décolonisé arabo-musulman et de quelques autres. English+""Decolonization and the decolonized "
JZ6373-S-2006,JZ,A different kind of war : the UN sanctions regime in Iraq 
JZ1480-N-2005,JZ,New world empire : civil Islam
JN318-E-2012,JN,Retrieving the big society 
JV6342-B-2012,JV,Stand together or fall apart : professionals working with immigrant families 
JA85-C-2012,JA,Connecting democracy : online consultation and the flow of political communication 
JZ4871-C-2012,JZ,New Zealand in the League of Nations : the beginnings of an independent foreign policy
JV6035-G-2011,JV,Exceptional people : how migration shaped our world and will define our future 
JQ1931-F-2011,JQ,The fate of the Eastern Cape : history
JC49-A-2012,JC,"Islām wa-uṣūl al-ḥukm. English+""Islam and the foundations of political power "
JZ1253-S-2012,JZ,Sex and world peace 
JN94-C-2012,JN,The social construction of corruption in Europe 
JA81-B-2008,JA,The West and Islam : religion and political thought in world history 
JF799-W-2011,JF,When citizens decide : lessons from citizen assemblies on electoral reform 
JC359-S-2009,JC,Shared histories of modernity : China
JA76-B-2011,JA,To break our chains : social cohesiveness and modern democracy 
JZ4841-N-2005,JZ,NGOs and governance in the Arab world 
JV6035-O-2012,JV,The Oxford handbook of the politics of international migration 
JA85-B-2012,JA,Performance
JC337-W-2010,JC,West Asia : civil society
JQ1809-S-2011,JQ,Societal peace and ideal citizenship for Turkey 
JZ6009-N-2012,JZ,The nexus of economics
JF1525-B-2011,JF,Promoting good governance
JZ5566-B-2011,JZ,The new world of UN peace operations : learning to build peace? 
JC480-T-2011,JC,The totalitarian experience 
JC176-C-2012,JC,Patriotism and public spirit : Edmund Burke and the role of the critic in mid-eighteenth-century Britain 
JZ1317-M-2012,JZ,Warlords : strong-arm brokers in weak states 
JZ5574-P-2011,JZ,Peace movements worldwide 
JQ1850-B-2003,JQ,Better governance for development in the Middle East and North Africa : enhancing inclusiveness and accountability.
JC251-A-2013,JC,Communication ethics in dark times : Hannah Arendt's rhetoric of warning and hope 
JQ1852-C-2009,JQ,Conflict
JQ1803-D-2008,JQ,Democratic oversight and reform of the security sector in Turkey : 2005
JQ3881-R-2013,JQ,Egypt after Mubarak : liberalism
JC273-A-2008,JC,"Jamr wa-al-ramād. English+""Embers and ashes : memoirs of an Arab intellectual "
JQ776-M-2008,JQ,Muslim politics and democratisation in Indonesia.
JQ1830-S-2003,JQ,Public administration in Palestine : past and present 
JC49-A-2009,JC,The Middle East : the politics of the sacred and secular 
JV8762-I-1999,JV,The influence of human mobility in Muslim societies 
JZ1480-Y-2010,JZ,Yemen : background
JZ5588-A-2012,JZ,An anthology of contending views on international security 
JQ281-B-2012,JQ,Democracy and its institutions 
JZ1318-K-2012,JZ,The foreign policy of counter secession : preventing the recognition of contested states 
JA84-K-2013,JA,"Arthaśāstra. English+""King"
JA84-R-2013,JA,The original compromise : what the Constitution's framers were really thinking 
JK275-A-2013,JK,Dangerous convictions : what's really wrong with the U.S. Congress 
JC571-H-2012,JC,"Menschenrechte ohne Demokratie? English+""Human rights without democracy? : reconciling freedom with equality "
JN30-N-2012,JN,The justification of Europe : a political theory of supranational integration 
JK2356-S-2013,JK,Seeking a new majority : the Republican Party and American politics
JA84-J-2011,JA,Revolution and the republic : a history of political thought in France since the eighteenth-century 
JZ1308-P-2012,JZ,Thinking differently about cosmopolitanism : theory
JV6483-U-2012,JV,U.S. border security 
JQ2925-Z-2011,JQ,Zimbabwe : picking up the pieces 
JC89-W-2012,JC,Rome : an empire's story 
JZ6385-J-2011,JZ,Social trust
JZ4971-U-2011,JZ,Un : peacekeeping
JZ5675-P-2011,JZ,The US-India nuclear pact : policy
JN1371-M-2012,JN,The Scottish National Party : transition to power 
JQ3585-S-2010,JQ,Somalia : economic
JV6035-R-2012,JV,Recent developments in the economics of international migration 
JN34-A-2012,JN,Regimes of ethnicity and nationhood in Germany
JC348-B-2011,JC,Work is for the people : a treatise on the -isms 
JZ1253-R-2011,JZ,Rethinking foreign policy analysis : states
JF195-R-2013,JF,The Routledge handbook of civil-military relations 
JV2818-S-2011,JV,Selling the Congo : a history of European pro-empire propaganda and the making of Belgian imperialism 
JZ6368-A-2012,JZ,Smokescreen : the US
JQ98-P-2011,JQ,Public administration in Southeast Asia : Thailand
JA49-H-2008,JA,Science
JC571-B-2012,JC,Tensions of modernity : las Casas and his legacy in the French Enlightenment 
JK31-K-2012,JK,The transformation of the American democratic republic 
JX1581-T-1960,JX,La question des îles Bahrein 
JV7590-E-2012,JV,European immigrations : trends
JA84-S-2013,JA,Give me liberty : studies in constitutionalism and philosophy 
JV7590-B-2012,JV,Immigration and social systems : collected essays of Michael Bommes 
JQ1758-P-2013,JQ,Politics & society in the contemporary Middle East 
JV8152-P-2012,JV,Post-colonial immigrants and identity formations in the Netherlands 
JZ4995-U-2013,JZ,The United Nations
JV6455-D-2014,JV,The world comes to America : immigration to the United States since 1945 
JZ6369-W-2013,JZ,All necessary measures : the United Nations and humanitarian intervention 
JZ4850-C-2013,JZ,Building a better international NGO : greater than the sum of the parts? 
JA75-W-2013,JA,Celebrity politics : image and identity in contemporary political communications 
JC337-S-2013,JC,Critical theory in the twenty-first century 
JZ1318-G-2013,JZ,Divided nations : why global governance is failing
JC323-R-2013,JC,Dynamics of asymmetric territorial conflict : the evolution of patience 
JN33-E-2013,JN,The European Commission of the twenty-first century 
JC311-E-2013,JC,The everyday life of the state : a state-in-society approach 
JC423-G-2013,JC,Evolutionary basic democracy : a critical overture 
JF1001-C-2013,JF,How voters feel 
JA71-M-2013,JA,Material hermeneutics in political science : a new methodology 
JC257-C-2013,JC,A mind and its time : the development of Isaiah Berlin's political thought 
JZ1734-N-2013,JZ,Negotiating autonomy in greater China : Hong Kong and its sovereign before and after 1997 
JN231-J-2013,JN,Policy agendas in British politics 
JF2071-P-2013,JF,Political choice matters : explaining the strength of class and religious cleavages in cross-national perspective 
JC423-C-2013,JC,Theorising democide : why and how democracies fail 
JV6483-U-2013,JV,U.S. immigration : key trends
JN30-M-2013,JN,Why Europe matters : the case for the European Union 
JZ5865-B-2013,JZ,Biosecurity : the socio-politics of invasive species and infectious diseases 
JZ5865-B-2013,JZ,Biosecurity : understanding
JQ231-I-2013,JQ,India : the future is now : the vision and road map for the country by her young parliamentarians 
JZ4841-N-2013,JZ,NGOization : complicity
JN6581-G-2013,JN,Practicing Stalinism : Bolsheviks
JZ1480-H-2013,JZ,A thorn in transatlantic relations : American and European perceptions of threat and security 
JC319-M-2013,JC,Sharing the Nile : Egypt
JA71-R-2009,JA,Rational choice politics 
JN40-S-2012,JN,The struggle for female suffrage in Europe : voting to become citizens 
JZ1480-J-2011,JZ,The U.S.-Japan security alliance : regional multilateralism 
JZ6405-W-2011,JZ,Women waging war and peace : international perspectives of women's roles in conflict and post-conflict reconstruction 
JF251-S-2011,JF,Semi-presidentialism and democracy 
JZ1251-T-2012,JZ,Theory and application of the generation in international relations and politics 
JV9020-W-2012,JV,West African migrations : transnational and global pathways in a new century 
JC423-L-2012,JC,Trust
JC311-M-2012,JC,Symbols of defeat in the construction of national identity 
JZ4984-U-2011,JZ,United Nations : international agreements and efforts 
JZ1242-T-2007,JZ,Twentieth century international relations 
JC347-S-2003,JC,The aura of kings : legitimacy and divine sanction in Iranian kingship 
JQ1809-C-2005,JQ,Citizenship in a global world : European questions and Turkish experiences 
JA71-D-2012,JA,Dialogues with contemporary political theorists 
JN36-E-2012,JN,The EU's Lisbon strategy : evaluating success
JQ1758-G-2000,JQ,Gender and citizenship in the Middle East 
JN673-R-2012,JN,Imprison'd wranglers : the rhetorical culture of the House of Commons 1760-1800 
JQ3231-C-2009,JQ,The international dimension of the failed Algerian transition : democracy betrayed? 
JQ1852-I-2009,JQ,Interpreting Islamic political parties 
JQ3231-V-2003,JQ,Islam and democracy : the failure of dialogue in Algeria 
JC61-S-2005,JC,Local power in old Babylonian Mesopotamia 
JN2509-P-2013,JN,Making sense of constitutional monarchism in post-Napoleonic France and Germany 
JC71-P-2013,JC,Plato's Laws : force and truth in politics 
JN94-P-2012,JN,Political parties and democracy : contemporary Western Europe and Asia 
JA76-B-2013,JA,Political sociology in a global era : an introduction to the state and society 
JQ1852-P-2006,JQ,Popular movements and democratization in the Islamic world 
JC573-H-2012,JC,Reconstructing conservatism? : the Conservative Party in opposition
JA71-R-2013,JA,The Routledge companion to social and political philosophy 
JZ1616-B-2009,JZ,Russia and the challengers : Russian alignment with China
JF1081-S-2013,JF,State crimes against democracy : political forensics in public affairs 
JC49-T-2004,JC,Transnational political Islam : religion
JZ5595-T-2007,JZ,Turning point : the Arab world's marginalization and international security after 9
JZ1480-I-2009,JZ,The United States and Iran : policy challenges and opportunities 
JC599-A-2012,JC,Afghanistan and Pakistan : human rights reports 
JC599-A-2012,JC,Algeria
JV8490-A-2012,JV,Asian migration policy : South
JV7233-A-2013,JV,Canadian liberalism and the politics of border control
JQ1509-G-2012,JQ,China's security state : philosophy
JN9679-C-2013,JN,Civic and uncivic values in Macedonia : value transformation
JN30-D-2005,JN,Dar al Islam--the Mediterranean
JQ1852-D-2007,JQ,Democracy in Muslim societies : the Asian experience 
JC423-K-2013,JC,Democratic futures : revisioning democracy promotion 
JF1525-E-2012,JF,E-governance
JZ1670-F-2002,JZ,The foreign policies of Middle East states 
JQ3829-S-2010,JQ,A history of the Egyptian intelligence service : a history of the Mukhabarat
JZ6369-L-2013,JZ,Human rights and humanitarian norms
JQ1809-A-2010,JQ,Islamism
JQ629-C-2008,JQ,Military control in Pakistan : the parallel state 
JZ1480-N-2009,JZ,A necessary engagement : reinventing America's relations with the Muslim world 
JQ3360-P-2007,JQ,Political Islam in West Africa : state-society relations transformed 
JF2051-P-2010,JF,Political parties and democracy 
JC49-K-2006,JC,The political thought of Sayyid Qutb : the theory of jahiliyyah 
JQ1758-E-2001,JQ,Politics of the dispossessed : superpowers and developments in the Middle East 
JF1525-P-2012,JF,Public administration in the information age : revisited 
JF1351-P-2011,JF,Public management and complexity theory : richer decision-making in public services 
JQ1850-S-2009,JQ,Rethinking Arab democratization : elections without democracy 
JQ98-M-2010,JQ,States in conflict with their minorities : challenges to minority rights in South Asia 
JZ1242-A-2009,JZ,Approaches to international relations 
JA86-C-2008,JA,Comparative political science 
JN30-D-2005,JN,Dar al Islam--the Mediterranean
JK1967-E-2008,JK,Electoral behavior 
JQ4098-F-2012,JQ,For the true believers : great labor speeches that shaped history 
JQ1758-I-2013,JQ,Islamist radicalisation in Europe and the Middle East : reassessing the causes of terrorism 
JQ1850-S-2004,JQ,The search for Arab democracy : discourses and counter-discourses 
JZ1405-D-2004,JZ,Diplomacy 
JC319-G-2009,JC,Geopolitics 
JZ1318-I-2010,JZ,International institutions 
JZ1570-I-2008,JZ,International relations of the European Union 
JC355-F-2011,JC,Federalism 
JX3695-S-1966,JX,The Islamic law of nations : Shaybānī's Siyar 
JN30-H-2011,JN,The impact of expansion on European Union institutions : the eastern touch on Brussels 
JZ4974-D-2012,JZ,The indigenous space and marginalized peoples in the United Nations 
JV151-D-2012,JV,Islanded identities : constructions of postcolonial cultural insularity 
JZ1649-B-2012,JZ,Justice and home affairs : impact of the European Union on the internal security of Turkey 
JQ1758-M-2012,JQ,The Middle East and the Cold War : between security and development 
JV6475-M-2011,JV,Migration in the 21st century : rights
JA84-B-2008,JA,Hybrid sovereignty in the Arab Middle East : the cases of Kuwait
JC313-G-2011,JC,Martin Heidegger
JV6035-R-2011,JV,Migration and the welfare state : political-economy policy formation 
JZ6377-I-2012,JZ,Italian military operations abroad : just don't call it war 
JZ1745-J-2011,JZ,Japan as a 'normal country'? : a nation in search of its place in the world 
JZ6369-W-2012,JZ,Humanitarian intervention : ideas in action 
JF1351-I-2012,JF,Interactive governance : advancing the paradigm 
JN5641-V-2012,JN,"Libertà dei servi. English+""The liberty of servants : Berlusconi's Italy "
JV6456-S-2012,JV,Making sense of public opinion : American discourses about immigration and social programs 
JQ254-S-2011,JQ,The Indian parliament : a democracy at work 
JA71-I-2007,JA,Institutionalism 
JZ1480-M-2012,JZ,The involvement of state governments in US foreign relations 
JA71-I-2010,JA,Interpretive political science 
JQ628-B-2012,JQ,Nepal
JK275-P-2012,JK,Obama and the end of the American dream : essays in political and economic philosophy 
JC330-P-2012,JC,Political leadership
JZ1316-C-2012,JZ,Myths
JN94-N-2011,JN,The new voter in Western Europe : France and beyond 
JZ5675-W-2011,JZ,Our own worst enemy? : institutional interests and the proliferation of nuclear weapons expertise 
JZ1684-U-2010,JZ,Palestinian history
JA71-B-2012,JA,Philosophic pride : stoicism and political thought from Lipsius to Rousseau 
JC311-G-2012,JC,Politics in deeply divided societies 
JQ1516-R-2011,JQ,Reviving legitimacy : lessons for and from China 
JF1081-P-2012,JF,Political corruption in comparative perspective : sources
JZ1242-L-2012,JZ,Recovering international relations : the promise of sustainable critique 
JQ3096-E-2011,JQ,The roots of political instability in Nigeria : political evolution and development in the Niger Basin 
