child,parent,description
E178-M-1980,E,The growth of the Amerian republi 
E178-N-1973,E,From these beginnings ... : a biographial approah to Amerian history 
E178-N-1942,E,A brief history of the United States 
E178-N-1970,E,A history of the Amerian people from 1492 
E178-N-1969,E,A short history of the United States 
E178-N-1976,E,Ameria : the story of a free people 
E178--1972,E,New perspetives on the Amerian past 
E178-N-1950,E,The Amerian union 
E178-P-1959,E,The United States of Ameria : a history 
E178-P-1964,E,The Amerian demoray : its rise to power 
E178-P-1962,E,The United Sates of Ameria : a history 
E178-P-1949,E,Nationalism and setionalism in Ameria
E178-R-2010,E,Ameria
E178--1968,E,Readings in Amerian history 
E178-R-1964,E,Ameria moves west 
E178-S-1954,E,Understanding the Amerian past : Amerian history and its interpretation 
E178-S-1922,E,New viewpoints in Amerian history 
E178-S-1969,E,Nothing stands still : essays 
E178-S-1949,E,Paths to the present 
E178-S-1967,E,A onise history of the United States 
E178-S-1893,E,The United States : an outline of politial history
E178-T-2015,E,Transnational Nation : United States History in Global Perspetive Sine 1789 
E178-T-1955,E,The great experiment : an introdution to the history of the Amerian people 
E178-T-1969,E,The golden door : a history of the United States of Ameria (1607-1945) 
E178-W-2012,E,Division and reunion 1829-1889 
E178-W-2008,E,What is Ameria : a short history of the new world order 
E178-W-1902,E,A history of the Amerian people 
E178-W-1962,E,Amerian historians : a seletion 
E178-W-1961,E,The age of reinterpretation 
E178-W-1968,E,The omparative approah to Amerian history 
E178-W-1936,E,A new Amerian history 
E178-W-1995,E,An empire for liberty : from Washington to Linoln 
E178-W-1996,E,The Amerian dream : from reonstrution to Reagan 
E1781--1999,E,Ameria
E1781--1991,E,Ameria
E1781--2000,E,Amerian passages : a history of the United States 
E1781--1994,E,The Amerian people : reating a nation and a soiety 
E1781-B-2000,E,The unfinished nation : a onise history of the Amerian people 
E1781-B-1973,E,Probing Ameria's past : a ritial examination of major myths and misoneptions 
E1781-B-1979,E,The Amerian pageant : a history of the Republi 
E1781-a-1977,E,The free and the unfree : a new history of the United States 
E1781-a-1988,E,The free and the unfree : a new history of the United States 
E1781-u-1974,E,United States history : searh for freedom 
E1781--1993,E,The enduring vision : a history of the Amerian people 
E1781--1996,E,The enduring vision : a history of the Amerian people 
E1781--1976,E,The essentials of Amerian history 
E1781-G-1974,E,Looking bakward : a reintrodution to Amerian history 
E1781-G-1979,E,The Amerian nation : a history of the United States 
E1781-G-1998,E,The Amerian nation : a history of the United States 
E1781-G-1993,E,The Dent atlas of Amerian history 
E1781-G-1975,E,People on the move : a United States history 
E1781-G-1972,E,USA : an Amerian reord 
E1781-J-1995,E,The limits of liberty : Amerian history
E1781-J-1983,E,The limits of liberty : Amerian history
E1781--1973,E,The national experiene : a history of the United States 
E1781-N-2005,E,A people and a nation : a history of the United States 
E1781--1986,E,A people and a nation : a history of the United States 
E1781--1990,E,A people and a nation : a history of the United States 
E1781--1998,E,A people and a nation : a history of the United States 
E1781--2001,E,A people and a nation : a history of the United States 
E1781-P-1973,E,The Amerian experiene 
E1781--1984,E,The pursuit of liberty : a history of the Amerian people 
E1781-T-2004,E,Ameria : a narrative history 
E1781-T-1989,E,A history of the Amerian people 
E1781-T-1992,E,Ameria : a narrative history 
E1781-T-1996,E,Ameria : a narrative history 
E1781-T-1997,E,Ameria : a narrative history 
E1781-T-1999,E,Ameria : a narrative history 
E1781-W-1981,E,Freedom and risis : an Amerian history 
E1782--1964,E,A Soviet view of the Amerian past : an annotated translation of the setion on Amerian history in the Great Soviet Enylopedia (Bolshaia Sovetskaia Entsiklopedia) 
E1784-H-1968,E,A history of Ameria 
E1785--2010,E,Ameria : a visual history 
E1786--1995,E,The Amerian reord : images of the nation's past.
E1786--1979,E,Amerian vistas 
E1786--1991,E,Amerian vistas 
E1786--2001,E,The Amerian reord : images of the nation's past 
E1786--1988,E,The Amerian reord : images of the nation's past 
E1786--1982,E,The Amerian reord : images of the nation's past 
E1786-A-1979,E,The Unfolding Drama : Studies in U.S. History 
E1786-B-1964,E,Amerian aspets 
E1786-o-1973,E,Past Imperfet : Alternative Essays in Amerian History 
E1786-u-1991,E,In searh of Ameria : transatlanti essays 1951-1990 
E1786-E-1974,E,The Hofstadter aegis : a memorial 
E1786-P-1966,E,Eight issues in Amerian history : views and ounterviews 
E1786-S-1973,E,Politis and soiety in Amerian history 
E1786--1977,E,Toward a new view of Ameria : essays in honor of Arthur . ole 
E1786-U-1971,E,Amerian protest in perspetive 
E1786--2004,E,A ompanion to 20th-entury Ameria 
E1786-W-1973,E,History as a way of learning : artiles
E1786-Z-1997,E,The Zinn reader : writings on disobediene and demoray 
E179-A-1959,E,Bush and bakwoods : a omparison of the frontier in Australia and the United States 
E179-B-1959,E,The westward movement in the United States 
E179-B-1965,E,The Amerian Frontier : a Soial and Literary Reord 
E179-B-1966,E,Ameria's frontier heritage 
E179-B-1954,E,The Amerian Frontiersman 
E179-B-1982,E,Westward Expansion : a History of the Amerian Frontier 
E179-B-1930,E,Westward : the romane of the Amerian frontier 
E179--1997,E,Britain and Ameria : studies in omparative history
E179-B-1991,E,No duty to retreat : violene and values in Amerian history and soiety 
E179-D-1952,E,The ourse of empire 
E179-E-1920,E,The new frontier : a study of the Amerian liberal spirit
E179-G-1974,E,Mission of the North Amerian people : geographial
E179-G-1955,E,Empire on the Paifi : a study in Amerian ontinental expansion 
E179-H-1940,E,The Amerian empire : a study of the outlying territories of the United States 
E179-H-1970,E,Amerian violene : a doumentary history 
E179-H-1968,E,Turner and the soiology of the frontier 
E179-H-1974,E,Frontier violene : another look 
E179-H-1967,E,Expansion and Amerian Indian poliy
E179-K-1964,E,A onise study guide to the Amerian frontier 
E179--1999,E,Lethal imagination : violene and brutality in Amerian history 
E179--2009,E,Manifest destinies and indigenous peoples 
E179--1998,E,Photographs at the frontier : Aby Warburg in Ameria 1895-1896 
E179-P-1924,E,History of the Amerian frontier
E179-R-2000,E,Amerian history from a global perspetive : an interpretation 
E179-R-1966,E,A nation moving West : readings in the history of the Amerian frontier 
E179-R-1969,E,Ameria's frontier story : a doumentary history of westward expansion 
E179-R-1904,E,The winning of the West 
E179-S-1955,E,Amerian niknames : their origin and signifiane 
E179-S-1970,E,Virgin land : the Amerian West as symbol and myth 
E179-S-1961,E,Virgin land : the Amerian West as symbol and myth 
E179-S-1967,E,The revolutionary frontier
E179-S-1960,E,The Turner thesis and the dry world 
E179-T-1956,E,The Turner thesis : onerning the role of the frontier in Amerian history 
E179-T-1961,E,Frontier and setion 
E179-T-1950,E,The signifiane of setions in Amerian history 
E179-T-1920,E,The frontier in Amerian history 
E179-W-1931,E,The great plains 
E179-W-1958,E,Manifest destiny : a study of nationalist expansionism in Amerian history 
E179-W-1935,E,Guarding the frontier : a study of frontier defense from 1815-1825 
E179-W-1965,E,The frontier in perspetive 
E1795--1984,E,The anti-imperialist reader : a doumentary history of anti-imperialism in the United States 
E1795-B-2018,E,Empire in retreat : the past
E1795--1993,E,ultures of United States imperialism 
E1795-D-2005,E,Fugitive empire : loating early Amerian imperialism 
E1795-D-1965,E,Great Amerian attle trails : the story of the old ow paths of the East and the longhorn highways of the plains 
E1795-E-1992,E,Geographial inquiry and Amerian historial problems 
E1795--1978,E,European settlement and development in North Ameria : essays on geographial hange in honour and memory of Andrew Hill lark 
E1795--1981,E,The Frontier in History : North Ameria and Southern Afria ompared 
E1795-G-2019,E,The end of the myth : from the frontier to the border wall in the mind of Ameria 
E1795-H-2003,E,Manifest design : Amerian exeptionalism and Empire 
E1795-H-1950,E,The Yankee exodus : an aount of migration from New England 
E1795-J-1951,E,Regionalism in Ameria 
E1795-K-1984,E,The land before her : fantasy and experiene of the Amerian frontiers
E1795-K-1997,E,Frontiers of historial imagination : narrating the European onquest of native Ameria
E1795-M-1978,E,History of the Westward movement 
E1795-N-2004,E,Ameria as seond reation : tehnology and narratives of new beginnings 
E1795-O-1966,E,Amerian regionalism : a ultural-historial approah to national integration 
E1795--2007,E,Rae
E1795-R-2013,E,Manifesting Ameria : the imperial onstrution of U.S. national spae 
E1795-S-1985,E,The fatal environment : the myth of the frontier in the age of industrialization
E1795-S-1995,E,Manifest destiny : Amerian expansionism and the empire of right 
E1795-S-1988,E,United States expansionism and British North Ameria
E1795-T-2008,E,The signifiane of the Frontier in Amerian history 
E1795-T-1963,E,The signifiane of the frontier in Amerian history 
E1795-W-2011,E,Manifest destinies : Ameria's westward expansion and the road to the ivil War 
E1795-W-1981,E,The Amerian Frontier revisited 
E1795--1974,E,Westward expansion 
E1795-W-1993,E,The end of Amerian exeptionalism : frontier anxiety from the Old West to the New Deal 
E18-B-1967,E,Wider horizons of Amerian history 
E18-F-2003,E,The Amerias : the history of a hemisphere 
E18-F-1951,E,Outline politial history of the Amerias 
E18-A-1962,E,The native period in the history of the New World 
E18-G-1961,E,The national period in the history of the New World : an outline and ommentary 
E18-S-1974,E,Empires to Nations : Expansion in Ameria
E18-W-1884,E,Narrative and ritial history of Ameria 
E18-W-1886,E,Narrative and ritial history of Ameria 
E18-W-1887,E,Narrative and ritial history of Ameria 
E18-W-1888,E,Narrative and ritial history of Ameria 
E18-W-1889,E,Narrative and ritial history of Ameria 
E187--1995,E,Ameria in European onsiousness
E1875-M-1998,E,Wars of the Amerias : a hronology of armed onflit in the New World
E1882-A-1992,E,Beyond 1492 : enounters in olonial North Ameria 
E1882--2009,E,The British Atlanti World
E1882--2002,E,The British Atlanti world
E1882-a-2006,E,Puritan onquistadors : Iberianizing the Atlanti
E1882--1987,E,olonial identity in the Atlanti world
E1882-D-1993,E,Bitter feast : Amerindians and Europeans in Northeastern North Ameria 1600-64 
E1882-E-2006,E,Empires of the Atlanti world : Britain and Spain in Ameria
E1882-J-1975,E,Sine olumbus : poverty and pluralism in the history of the Amerias 
E1882-L-1996,E,The Amerias in the age of revolution
E1882--2005,E,New World orders : violene
E1882-P-2004,E,The English Atlanti in an age of revolution
E1882-P-2007,E,The English Atlanti in an age of revolution
E1882--1981,E,Struggle and Survival in olonial Ameria 
E1883-D-2000,E,Ameriana : the Amerias in the world around 1850 (or 'Seeing the elephant' as the theme for an imaginary western) 
E180-a-2007,E,The history of Texas 
E180-h-1972,E,The Demorats in Amerian politis : a short history of a popular party 
E180--1975,E,ongress investigates : a doumented history
E180-F-1910,E,The rise of the republi of the United States 
E180-H-1939,E,The onstitutional history of the United States 
E180-H-1881,E,The onstitutional and politial history of the United States 
E180-H-1885,E,The onstitutional and politial history of the United States 
E180-H-1888,E,The onstitutional and politial history of the United States 
E180-H-1889,E,The onstitutional and politial history of the United States 
E180-H-1892,E,The onstitutional and politial history of the United States 
E180-H-1965,E,The garden and the wilderness : religion and government in Amerian onstitutional history 
E180-M-1935,E,A onstitutional history of the United States 
E180--1988,E,Quarrels that have shaped the onstitution 
E180-T-1898,E,A onstitutional history of the Amerian people
E180-T-1904,E,A short onstitutional history of the United States 
E180-T-1909,E,The federal and state onstitutions
E180-W-1967,E,The making of the onstitution 
E180-W-1937,E,Divided we stand : the risis of a frontierless demoray 
E181-A-2005,E,The dominion of war : empire and onflit in Ameria
E181-A-1997,E,Amerians at war 
E181-A-1929,E,A history of the medial department of the United States army 
E181--1997,E,Aspets of war in Amerian history 
E181-B-1990,E,The rokets' red glare : when Ameria goes to war : the Presidents and the people 
E181-B-1961,E,Amerian military poliy : its development sine 1775 
E181-B-1865,E,History of the United States avalry from the formation of the Federal Government to the 1st of June
E181-a-1915,E,The Amerian army 
E181-r-1982,E,itizens in Arms : the Army and the Militia in Amerian Soiety to the War of 1812 
E181-E-1938,E,Fighting fools 
E181-F-2014,E,Ameria at war : onise histories of U.S. military onflits from Lexington to Afghanistan 
E181-F-1942,E,The deisive battles of the United States 
E181-G-1942,E,The history of the United States army 
E181-H-1965,E,Historial register and ditionary of the United States Army
E181-H-1966,E,The sinews of war : army logistis 1775-1953 
E181-J-1947,E,The beginning of the U.S. army 1783-1812 
E181-L-1991,E,Sared ground : Amerians and their battlefields 
E181-L-1978,E,Above the battle : war-making in Ameria from Appomattox to Versailles 
E181-L-1887,E,The volunteer soldier of Ameria 
E181-M-1994,E,For the ommon defense : a military history of the United States of Ameria 
E181-M-1958,E,Armies and men : a study in Amerian military history 
E181--1999,E,The Oxford ompanion to Amerian military history 
E181-P-1990,E,A ountry made by war : from the Revolution to Vietnam : the story of Ameria's rise to power 
E181--1980,E,The revolutionary war : a onise military history of Ameria's war for independene : adapted from Amerian military history
E181-R-1962,E,Quartermaster support of the army : a history of the orps 1775-1939 
E181-S-1907,E,The spirit of old West Point
E181-S-1932,E,Inevitable war 
E181-P-1910,E,The life and memoirs of omte Regis de Trobriand 
E181-U-2010,E,The entennial of the United States Military Aademy at West Point
E181-U-1904,E,The entennial of the United States Military Aademy at West Point
E181-U-1907,E,The military poliy of the United States 
E181-W-1962,E,The Department of War
E181-W-1944,E,When Johnny omes marhing home 
E181-W-1967,E,History of the United States army 
E181-W-1969,E,The Amerian military : readings in the history of the military in Amerian soiety 
E181-W-1973,E,The Amerian way of war : a history of United States military strategy and poliy 
E181-W-1981,E,The History of Amerian Wars from 1745-1918 
E182-A-1966,E,Beginning of modern submarine warfare under aptain Lieutenant David Bushnell : a fasimile reprodution of the rare 1881 pamphlet with biographial appendies and bibliography by Frank Anderson 
E182-h-1965,E,The history of the Amerian sailing Navy : the ships and their development 
E182-E-1949,E,The United States oast guard 1790-1915 : with a postsript
E182-G-2003,E,Liberty on the waterfront : Amerian maritime ulture in the age of revolution 
E182-H-1959,E,The Somers mutiny affair 
E182-N-1988,E,The Nagle journal : a diary of the life of Jaob Nagle
E182-P-1949,E,Round-shot to rokets : a history of the Washington navy yard and U.S. naval gun fatory 
E182-P-1941,E,The navy
E182-R-1956,E,Piture history of the U.S. Navy from old Navy to new
E182-S-1966,E,The rise of Amerian naval power
E182-W-1947,E,Amerian sea power sine 1775 
E183-A-2009,E,Ameria's grand strategy and world politis 
E183--1988,E,Ameria in theory 
E183--1963,E,The Amerian Seretaries of State and their diplomay 
E183-B-2011,E,You
E183-B-1955,E,A diplomati history of the Amerian people 
E183-B-1963,E,Poliy and power : two enturies of Amerian foreign relations 
E183-B-1964,E,The reord of Amerian diplomay : douments and readings in the history of Amerian foreign relations 
E183-B-1965,E,A diplomati history of the United States 
E183-B-1962,E,Amerian foreign poliy and the blessings of liberty
E183-B-1988,E,The party of fear : from nativist movements to the new right in Amerian history 
E183-B-1983,E,lio and the bith goddess : quantifiation in Amerian politial history 
E183-B-1991,E,ongressional anedotes 
E183--2001,E,ontesting demoray : substane and struture in Amerian politial history
E183-D-2007,E,onstrutive engagement : hester roker & Amerian poliy in South Afria
E183-u-1972,E,onspiray : the fear of subversion in Amerian history 
E183-D-1941,E,The ground we stand on : some examples from the history of a politial reed 
E183-D-2006,E,Relutant rusaders : power
E183-D-1971,E,The fear of onspiray : images of un-Amerian subversion from the Revolution to the present 
E183-D-1967,E,New interpretations in Amerian foreign poliy 
E183-D-1936,E,an we be neutral 
E183-D-1966,E,The imperial years 
E183-E-2018,E,Amerian dialogue : the founders and us 
E183-E-1994,E,The Amerian mosai : the impat of spae
E183-E-1993,E,Amerian politial ultures 
E183-F-1968,E,Foundations of Amerian diplomay
E183-G-1972,E,Readings in Amerian politial history : a modern reader 
E183-G-1941,E,Diplomatially speaking 
E183-H-1990,E,Amerian antiommunism : ombating the enemy within 1830-1970 
E183-H-1930,E,The Amerian heresy 
E183-K-1967,E,The deflation of Amerian ideals : anhial guide for New Dealers 
E183-L-1962,E,The growth of Amerian foreign poliy : a history 
E183-L-1961,E,No transfer : an Amerian seurity priniple 
E183-L-1963,E,The outward view : an illustrated history of United States foreign relations 
E183-M-1921,E,The poliy of the United States as regards intervention 
E183-M-2003,E,Hellfire nation : the politis of sin in Amerian history 
E183-P-1965,E,The Monroe dotrine : 1823-1826 
E183-P-1966,E,The Monroe dotrine
E183--2002,E,The new Amerian entury 
E183-P-1967,E,Diplomati negotiations of Amerian naval offiers
E183-P-1960,E,A history of the Monroe Dotrine 
E183-P-1972,E,Foreign poliy and the Amerian spirit : essays 
E183-P-1962,E,The Amerian approah to foreign poliy 
E183--1976,E,Presidential ampaign posters 
E183-R-1965,E,Issues in Amerian diplomay. 2v in 1 
E183-R-1987,E,Ronald Reagan
E183-S-1936,E,A history of Amerian foreign relations 
E183-S-1980,E,Was War Neessary : National Seurity and U.S. Entry into War 
E183-S-1964,E,Major problems in Amerian diplomati history : douments and readings 
E183-S-1969,E,The rhetori of Amerian politis : a study of douments 
E183-U-1928,E,Drifting sands of party politis 
E183-V-1974,E,The rising Amerian empire 
E183-V-1960,E,The Amerian empire : its historial pattern and evolution 
E183-W-2006,E,Amerian speehes.
E183-W-1995,E,Self-rule : a ultural history of Amerian demoray 
E183-W-1956,E,The shaping of Amerian diplomay : readings and douments in Amerian foreign relations 
E183-W-1999,E,A neessary evil : a history of Amerian distrust of government 
E1835-J-1972,E,Vitims of groupthink : a psyhologial study of foreign-poliy deisions and fiasoes 
E1837--2008,E,The Amerian empire and the politial eonomy of global finane 
E1837-A-2014,E,Evangelials and Amerian foreign poliy 
E1837--2007,E,Anti-Amerianism : history
E1837-A-2013,E,Humanitarian violene : the U.S. deployment of diversity 
E1837--2009,E,Avoiding trivia : the role of strategi planning in Amerian foreign poliy 
E1837--1999,E,Amerian foreign poliy : theoretial essays 
E1837--1981,E,Amerian foreign relations : a historiographial review 
E1837--1987,E,Arms at rest : peaemaking and peaekeeping in Amerian history 
E1837-B-2002,E,Amerian empire : the realities and onsequenes of U.S. diplomay 
E1837-B-2008,E,Ameria and the world : onversations on the future of Amerian foreign poliy 
E1837-B-2007,E,Seond hane : three presidents and the risis of Amerian superpower 
E1837-B-1998,E,What Ameria owes the world : the struggle for the soul of foreign poliy 
E1837-a-2009,E,Follies of power : Ameria's unipolar fantasy 
E1837-i-1993,E,Ethis
E1837-o-1993,E,The ambridge history of Amerian foreign relations 
E1837-o-1983,E,Amerian diplomati history : two enturies of hanging interpretations 
E1837--1990,E,The ondut of Amerian foreign poliy debated 
E1837-r-1989,E,Amerian diplomay and the pragmati tradition 
E1837-r-1982,E,The dotrines of Amerian foreign poliy : their meaning
E1837-D-2000,E,Presidential mahismo : exeutive authority
E1837--2015,E,Empire's twin : U.S. anti-imperialism from the founding era to the age of terrorism 
E1837--1984,E,Eonomis and world power : an assessment of Amerian diplomay sine 1789 
E1837--2001,E,Enylopedia of Amerian foreign poliy.
E1837--1997,E,Enylopedia of U.S. foreign relations.
E1837-D-1978,E,Enylopedia of Amerian foreign poliy : studies of the prinipal movements and ideas.
E1837--,E,Explaining the history of Amerian foreign relations 
E1837-F-2012,E,Rethinking anti-Amerianism : the history of an exeptional onept in Amerian foreign relations 
E1837-F-1993,E,Ditionary of Amerian foreign affairs 
E1837--1973,E,Foreign poliy deision making : the new dimensions.
E1837--1991,E,Friendly tyrants : an Amerian dilemma 
E1837-G-2004,E,Surprise
E1837-G-2011,E,Patterns of empire : the British and Amerian empires
E1837-G-2016,E,The unquiet frontier : rising rivals
E1837-G-1973,E,reation of the Amerian Empire : U.S. Diplomati History 
E1837-G-1972,E,Essays on the history of Amerian foreign relations 
E1837-G-1961,E,Amerian foreign poliy : a doumentary survey 1776-1960 
E1837-H-2011,E,From olony to superpower : U.S. foreign relations sine 1776 
E1837-H-2017,E,The Amerian entury and beyond : U.S. foreign relations
E1837-H-2008,E,The myth of Amerian diplomay : national identity and U.S. foreign poliy 
E1837-H-2009,E,The Amerian asendany : how the United States gained and wielded global dominane 
E1837-H-1970,E,The foundations of Amerian foreign poliy : with a working bibliography 
E1837-H-1991,E,Amerian foreign poliy : past
E1837-H-1977,E,ulture and diplomay : the Amerian experiene 
E1837-H-1978,E,The Domesti ontext of Amerian Foreign Poliy 
E1837-H-1988,E,Ideology and U.S. foreign poliy 
E1837-I-2010,E,Empire for liberty : a history of Amerian imperialism from Benjamin Franklin to Paul Wolfowitz 
E1837-I-1977,E,From nationalism to internationalism : U.S. foreign poliy to 1914 
E1837-I-1993,E,The ambridge history of Amerian foreign relations 
E1837-J-1982,E,Groupthink : psyhologial studies of poliy deisions and fiasoes 
E1837-J-1980,E,The National Interest and the Human Interest : an Analysis of U.S. Foreign Poliy 
E1837-K-2006,E,Dangerous nation 
E1837-K-2008,E,Daydream believers : how a few grand ideas wreked Amerian power 
E1837-K-2002,E,Does Ameria need a foreign poliy : toward a diplomay for the 21st entury 
E1837-K-2009,E,World in risis : the end of the Amerian entury 
E1837-K-1978,E,Ameria : the new imperialism : from white settlement to world hegemony 
E1837-K-1983,E,ylial trends in Amerian foreign poliy moods : the unfolding of Ameria's world role 
E1837-L-1994,E,The Amerian age : United States foreign poliy at home and abroad
E1837-L-2010,E,Roots of the Pax Ameriana : deolonization
E1837-L-2012,E,The rise and deline of the Amerian 'Empire' : power and its limits in omparative perspetive 
E1837-L-1989,E,The Amerian age : United States foreign poliy at home and abroad sine 1750 
E1837-L-1993,E,The ambridge history of Amerian foreign relations 
E1837-M-1998,E,Promised land
E1837-M-2006,E,Among empires : Amerian asendany and its predeessors 
E1837--2000,E,Major problems in Amerian foreign relations : douments and essays.
E1837--2006,E,Major problems in Amerian history : douments and essays.
E1837-M-2002,E,Speial providene : Amerian foreign poliy and how it hanged the world 
E1837--1989,E,Major problems in Amerian foreign poliy : douments and essays 
E1837--1995,E,Major problems in Amerian foreign relations : douments and essays 
E1837-N-2002,E,The paradox of Amerian power : why the world's only superpower an't go it alone 
E1837-N-1988,E,Diplomay and the Amerian demoray 
E1837-N-1993,E,Prinipled diplomay : seurity and rights in U.S. foreign poliy 
E1837-O-1997,E,Liberal peae
E1837-P-2012,E,Sword of the spirit
E1837-P-1995,E,Ameria asendant : U.S. foreign relations sine 1939 
E1837-P-1988,E,Amerian foreign poliy : a history 
E1837-P-2000,E,Amerian foreign relations 
E1837-P-1993,E,The ambridge history of Amerian foreign relations 
E1837--1994,E,The President
E1837-R-2000,E,US foreign poliy in world history 
E1837--1998,E,Rae and U.S. foreign poliy during the old War 
E1837-R-1975,E,A history of Amerian diplomay 
E1837-R-1993,E,The politis of United States foreign poliy 
E1837-R-1985,E,Serets of state : the State Department and the struggle over U.S. foreign poliy 
E1837-S-2009,E,U.S. foreign poliy in perspetive : lients
E1837-S-1996,E,Demoray and diplomay : the impat of domesti politis on U.S. foreign poliy
E1837-S-1981,E,The pattern of imperialism : the United States
E1837-T-1992,E,Traditions and values in politis and diplomay : theory and pratie 
E1837-T-1998,E,Defining the national interest : onflit and hange in Amerian foreign poliy 
E1837--1977,E,Two hundred years of Amerian foreign poliy 
E1837--2013,E,US foreign poliy and demoray promotion : from Theodore Roosevelt to Barak Obama 
E1837-V-1997,E,Amerian foreign poliy : onsensus at home
E1837-W-1998,E,The Amerian approah to foreign affairs : an unertain tradition 
E1837-W-1972,E,From olony to empire : essays in the history of Amerian foreign relations 
E1837--1992,E,Women and Amerian foreign poliy : lobbyists
E1837-Y-1983,E,Atlas of United States foreign relations 
E1837-Z-2008,E,A people's history of Amerian empire : a graphi adaptation 
E1837F3-H-1987,E,The United States' emergene as a Southeast Asian power
E18375U5-F-1988,E,Amerian ambassadors at the UN : people
E1838-R-2016,E,Doomed to sueed : the U.S.-Israel relationship from Truman to Obama 
E1838-F-2007,E,After the neoons : Ameria at the rossroads 
E1838--2005,E,Amerianization and anti-Amerianism : the German enounter with Amerian ulture after 1945 
E1838-M-1997,E,Sex among allies : military prostitution in U.S.-Korea relations 
E1838-A-1991,E,The first domino : Eisenhower
E1838A4--1981,E,Amerian Poliy in Southern Afria : the Stakes and the Stane 
E1838A4-N-1985,E,old war and blak liberation : the United States and white rule in Afria
E1838A4-Y-1997,E,The United States and the Horn of Afria : an analytial study of pattern and proess 
E1838A5-W-1997,E,The destrution of a nation : United States' poliy towards Angola sine 1945 
E1838A7-N-2002,E,The United States and Argentina : hanging relations in a hanging world 
E1838A7-P-1964,E,Argentina and the United States
E1838A8-G-1968,E,The Australian-Amerian alliane : osts and benefits 
E1838A8-H-1968,E,Paifi orbit : Australian-Amerian relations sine 1942 
E1838A8-L-1947,E,Amerian-Australian relations 
E1838B67-D-1999,E,Getting to Dayton : the making of Ameria's Bosnia poliy 
E1838B7-B-1977,E,United States penetration of Brazil 
E1838B7-F-1974,E,Brazil and the United States : towards a maturing relationship 
E1838B7-H-1932,E,Diplomati relations between the United States and Brazil 
E1838B7-S-1991,E,Unequal giants : diplomati relations between the United States and Brazil
E1838B7-T-1996,E,Trade and gunboats : the United States and Brazil in the age of empire 
E1838B8-B-1984,E,old War in the Balkans : Amerian foreign poliy and the emergene of ommunist Bulgaria
E183815-B-1999,E,United States foreign poliy towards ambodia
E183815-H-1991,E,ambodia
E183815-N-1993,E,The arter administration
E18382-A-1964,E,The United States and anada 
E18382--1991,E,Borderlands : essays on anadian-Amerian relations
E18382-B-1945,E,North Atlanti triangle : the interplay of anada
E18382-a-1967,E,Amerian foreign poliy in anadian relations 
E18382-r-1968,E,The United States and anada 
E18382-D-1963,E,anada-United States treaty relations 
E18382-D-1975,E,anada and the Amerian Presene : the United States Interest in an Independent anada 
E18382-M-1999,E,Invisible and inaudible in Washington : Amerian poliies toward anada 
E18382-R-2015,E,Disrepant parallels : ultural impliations of the anada-US border 
E18382-S-1939,E,anadian-Amerian relations 1849-1874 
E18382-T-2002,E,anada and the United States : ambivalent allies 
E18382-T-1997,E,anada and the United States : ambivalent allies 
E18383--1994,E,Trends in U.S.-aribbean relations 
E18384-M-2001,E,The United States and hile : oming in from the old 
E18384-P-1975,E,The United States and hile : imperialism and the overthrow of the Allende government 
E18385-A-1997,E,hina : an we have a poliy 
E18385--1990,E,After Tiananmen Square : hallenges for the hinese-Amerian relationship 
E18385-A-1965,E,A new hina poliy : some Quaker proposals.
E18385-B-1970,E,Marshall In hina.
E18385--1991,E,Building Sino-Amerian relations : an analysis for the 1990s 
E18385-h-1996,E,Useful adversaries : grand strategy
E18385-o-2009,E,Ameria's response to hina : a history of Sino-Amerian relations 
E18385-o-2014,E,The improbable war : hina
E18385-h-1990,E,Friends and enemies : the United States
E18385-h-1980,E,Dilemma in hina : Ameria's poliy debate
E18385--1977,E,hina and Ameria : the searh for a new relationship 
E18385--1976,E,hina and Japan : a new balane of power 
E18385--2008,E,hina and the United States : ooperation and ompetition in northeast Asia 
E18385-D-2000,E,hinese perspetives on Sino-Amerian relations
E18385-o-1978,E,The hinese onnetion : Roger S. Greene
E18385--2005,E,Dangerous strait : the U.S.-Taiwan-hina risis 
E18385-D-1981,E,Bankers and Diplomats in hina 1917-1925 : the Anglo-Amerian Relationship 
E18385-F-1976,E,Ameria's ultural experiment in hina 1942-1949 
E18385-F-1997,E,The pratie of power : US relations with hina sine 1949 
E18385-G-1994,E,The United States and hina sine 1949 : a troubled affair 
E18385-G-1987,E,Truman's two-hina poliy 1948-1950 
E18385-G-1986,E,The hina onnetion : U.S. poliy and the People's Republi of hina 
E18385-H-2016,E,A floating hinaman : fantasy and failure aross the Paifi 
E18385-H-1992,E,A fragile relationship : the United States and hina sine 1972 
E18385-H-1983,E,Ameria's hina sojourn : Ameria's foreign poliy and its effets on Sino-Amerian relations
E18385-H-1997,E,rossing the divide : an insider's aount of normalization of U.S.-hina relations 
E18385-H-1973,E,Frontier defense and the open door : Manhuria in hinese-Amerian relations
E18385-J-1988,E,The United States and hina 
E18385-K-1976,E,The hina hands : Ameria's foreign servie offiers and what befell them 
E18385-K-1991,E,The United States odyssey in hina
E18385-K-1974,E,The hina Lobby in Amerian politis 
E18385-K-1984,E,Publi opinion and foreign poliy : Ameria's hina poliy
E18385-L-2008,E,The next great lash : hina and Russia vs. the United States 
E18385-L-2013,E,The Dao of world politis : towards a post-Westphalian
E18385-L-2015,E,The hina dream : great power thinking & strategi posture in the post-Amerian era 
