CallNumber,Author,Title,ISBN,PubName,PubYear
JD 3250 Ger (Kni),"Knight, M. E.",The German executive 1890-1933 /,,Stanford UP,1952
JD 3250 Ita (Fer),"Ferraro, Joanne M.","Family and public life in Brescia, 1580-1650 : the foundations of power in the Venetian state /",9780521419536; 0521419530,CUP,1993
JD 3250 Ita (Par),"Pareto, Vilfredo, 1848-1923.",The ruling class in Italy before 1900 /,,Fertig,1974
JD 3250 Nor (Fie),"Field, G. L.",Elites in developed societies : theoretical reflections on an initial stage in Norway /,,Sage,1972
JD 3250 UK (FOL),"Foley, Michael, 1948-",The British presidency : Tony Blair and the politics of public leadership /,9780719050169; 0719050162; 9780719050152; 0719050154,Manchester University Press,2000
JD 3250 UK (Foo),"Foot, Paul, 1937-2004.",The politics of Harold Wilson /,,Penguin,1968
JD 3250 UK (GER),"Gerstenberger, Heide.",Impersonal power : history and theory of the bourgeois state /,9004130276; 9789004130272,Brill,2007
JD 3250 UK (Gut),"Guttsman, W. L.",The British political elite /,,MacGibbon,1963
JD 3250 UK (Moo),"Moon, Jeremy.",Innovative leadership in democracy : policy change under Thatcher /,9781855214200; 1855214202,Dartmouth,1993
JD 3250 UK (Sed),"Sedgemore, B.",Secret Constitution : Analysis of the Political Establishment /,9780340246498; 0340246499,Hodder,1980
JD 3250 UK (Urr),"Urry, John.",Power in Britain : sociological readings /,9780435829018; 0435829017,Heinemann Educational,1973
JD 3250 UK (Wil),"Wilkinson, R.",The prefects : British leadership and the public school tradition : a comparative study of the making of rulers /,,OUP,1964
JD 3260 (Dek),"Dekmejian, R. H.","Patterns of political leadership : Egypt, Israel, Lebanon /",,New York State UP,
JD 3260 (Pol),,Political elites in the Middle East /,9780844731636; 0844731633,American Enterprise Institute for Public Policy Research,1975
JD 3260 Egy (Bin),"Binder, Leonard",In a moment of enthusiasm : political power and the second stratum in Egypt /,9780226051444; 0226051447,U of Chicago P,1978
JD 3260 IRA (RAK),"Rakel, Eva Patricia","Power, Islam, and political elite in Iran : a study on the Iranian political elite from Khomeini to Ahmadinejad /",9004171762; 9789004171763,Brill,2009
JD 3260 Ira (Zon),"Zonis, Marvin.",The political elite of Iran /,9780691030838; 0691030839,Princeton UP,1971
JD 3280 USSR (Eli),,Elites and leadership in Russian politics : selected papers ... /,9780333695449; 0333695445,Macmillan,1998
JD 3280 USSR (Rig),"Rigby, T. H. 1925- (Thomas Henry),",Political elites in the U.S.S.R. : central leaders and local cadres from Lenin to Gorbachev /,9781852783037; 1852783036,Elgar,1990
JD 3280 USSR (Wil),"Willerton, John P.",Patronage and politics in the U.S.S.R. /,9780521392884; 0521392888,CUP,1992
JD 3280 USSR (Wor),World Congress for Soviet and East European Studies Garmisch-Partenkirchen) 1980 : (2nd :,Leadership selection and patron-client relations in the USSR and Yugoslavia /,9780043220108; 004322010X,Allen & Unwin,1983
JD 3300 Smi,"Smith, Bruce Lannes.","Propaganda, communication and public opinion : a comprehensive reference guide /",,Princeton UP,1946
JD 3310 BRU,"Bruijn, Hans de, author.",The art of political framing : how politicians convince us that they are right /,9789463721127; 9463721126,Amsterdam University Press,2019
JD 3310 Bar,"Barsamian, David.",Propaganda and the public mind : conversations with Noam Chomsky /,9780745317885; 074531788X,Pluto,2001
JD 3310 Bar,"Bartlett, Frederic C. Sir, 1887-1969 (Frederic Charles),",Political propaganda /,,CUP,1940
JD 3310 CHA,"Chakhotin, Sergei_, 1883-1973",The rape of the masses : the psychology of totalitarian political propaganda /,9780838312643; 0838312640,The Labour Book Service,1940
JD 3310 Cro,"Crotty, William J.",Public opinion and politics : a reader /,,Holt Rinehart & Winston,1970
JD 3310 Elk,"Elkins, David J.",Manipulation and consent : how voters and leaders manage complexity /,9780774804240; 0774804246,UBC P,1993
JD 3310 Fra,"Fraser, L.",Propaganda /,,OUP,1957
JD 3310 GAR,"Garland, Ruth, author.",Government communications and the crisis of trust : from political spin to post-truth /,3030775755; 9783030775759,Palgrave Macmillan,2021
JD 3310 Gin,"Ginsberg, Benjamin.",The captive public : how mass opinion promotes state power /,9780465008704; 0465008704,Basic Books,1986
JD 3310 JOH,"Johansen, Helene P. M.",Relational political marketing in party-centred democracies : because we deserve it /,1409439054; 9781409439059,Ashgate,2012
JD 3310 Low,"Lowell, A. L.",Public opinion and popular government /,,Longmans,1926
JD 3310 MAN,,Manufacturing phobias : the political production of fear in theory and practice /,9781442628847; 1442628847; 9781442637276; 1442637277,University of Toronto Press,2016
JD 3310 MOB,,"Mobile democracy : essays on society, self and politics /",9783851656183; 3851656180,Passagen,2003
JD 3310 PAR,"Partington, Alan author.",The language of persuasion in politics : an introduction /,9781138038479; 1138038474; 9781138038486; 1138038482,Routledge Taylor & Francis Group,2018
JD 3310 PAR,"Partington, Alan.",Persuasion in politics : a textbook /,9788879163170; 8879163175,LED Edizioni Universitarie,2006
JD 3310 POM,"Pomerantsev, Peter.",This is not propaganda : adventures in the war against reality /,0571338631; 9780571338634,Faber & Faber,2019
JD 3310 PRO,,The propaganda society : promotional culture and politics in global context /,1433109972; 9781433109973; 1433109964; 9781433109966,Peter Lang,2011
JD 3310 Pol,,Political opinion polling : an international review /,9780333304716; 0333304713,Macmillan,1983
JD 3310 Pub,,Public opinion and internationalized governance /,9780198279587; 0198279582,OUP,1995
JD 3310 Pub,,Public opinion and public policy : models of political linkage /,9780256015324; 0256015325,Dorsey P,1974
JD 3310 Ree,"Rees, Laurence, 1957-",Selling politics /,9780563363880; 0563363886,BBC Books,1992
JD 3310 Rol,"Roll, C. W.",Polls : their use and misuse in politics /,,Basic Books,1972
JD 3310 SAU,"Sanders, Karen, 1961-",Communicating politics in the twenty-first century /,0230000282; 9780230000285; 0230000290; 9780230000292,Palgrave Macmillan,2009
JD 3310 Sta,"Stansill, P.","B.A.M.N. : (By any Means Necessary) : outlaw manifestos and ephemera, 1965-70 /",9780140032673; 0140032673,Penguin,1971
JD 3310 Tho,"Thomson, O.",Mass persuasion in history : an historical analysis of the development of propaganda techniques /,9780904505160; 0904505162,Paul Harris,1977
JD 3312 USA (Bai),"Bailey, Thomas Andrew, 1902-",The man in the street : the impact of American public opinion on foreign policy /,,Peter Smith,1964
JD 3312 USA (Bri),"Brigance, W. N.",A history and criticism of American public address /,,Russell,1960
JD 3312 USA (Bri),"Brigance, W. N.",A history and criticism of American public address /,,Russell,1965
JD 3312 USA (Cho),"Chomsky, Noam.",Letters from Lexington : reflections on propaganda /,9781873176061; 1873176066,AK P,1993
JD 3312 USA (Coh),"Cohen, Bernard Cecil, 1926-",The public's impact on foreign policy /,,Little Brown,1973
JD 3312 USA (Col),"Collins, H. R.",Political campaign torches /,,Smithsonian Institution,1964
JD 3312 USA (Dev),"Devine, Donald J.",Reagan electionomics : how Reagan ambushed the pollsters /,9780898031300; 0898031303,Green Hill,1983
JD 3312 USA (Gol),"Gold, Howard J.",Hollow mandates : American public opinion and the conservative shift /,9780813383255; 0813383250,Westview P,1992
JD 3312 USA (Gra),"Graber, Doris A. 1923-2018. (Doris Appel),","Public opinion, the President, and foreign policy : four case studies from the formative years /",,Holt,1968
JD 3312 USA (Gre),"Green, W.","Reports on Communist propaganda in America as submitted to the State Department, United States Government /",,American Federation of Labour,1935
JD 3312 USA (Kel),"Kelley, S.",Professional public relations and political power /,,Johns Hopkins P,1956
JD 3312 USA (Lan),"Lane, R. E.",Public opinion /,,Prentice-Hall,1964
JD 3312 USA (Ler),"Lerner, D.",Propaganda in war and crisis : materials for American policy /,9780405047541; 0405047541,Arno P,1972
JD 3312 USA (Mar),"Markel, Lester.",Public opinion and foreign policy /,9780836972429; 0836972422,Books for Libraries,1972
JD 3312 USA (Mit),"Mitchell, M. G.","Propaganda, polls and public opinion : are the people manipulated /",,Prentice-Hall,1970
JD 3312 USA (Per),"Perry, J. M.",The new politics : the expanding technology of political manipulation /,,Weidenfeld,1968
JD 3312 USA (Pim),"Pimlott, John Alfred Ralph.",Public relations and American democracy /,,Princeton UP,1951
JD 3312 USA (Pol),,Polling and presidential election coverage /,9780803940741; 0803940742,Sage,1991
JD 3312 USA (Rog),"Rogers, L.","The pollsters : public opinion, politics, and democratic leadership /",,Knopf,1949
JD 3312 USA (Ros),"Rosenau, James N.",Public opinion and foreign policy /,,Random House,1961
JD 3312 USA (Sch),"Schwab, Larry M.",The illusion of a conservative Reagan revolution /,9780887384134; 0887384137,Transaction,1991
JD 3312 USA (Tro),"Trow, Martin A., 1926-2007.",Right-wing radicalism and political intolerance : a study of support for McCarthy in a New England town /,9780405130021; 0405130023,Arno P,1980
JD 3314 Chi (Kin),"King, V. V. S.",Propaganda campaigns in Communist China /,,Center for International Studies Massachusetts Institute of Technology,1966
JD 3315 Cze (Pie),"Piekalkiewicz, J. A.","Public opinion polling in Czechoslovakia, 1968-1969 : results and analysis of surveys conducted during the Dubcek era /",,Praeger,1972
JD 3315 Ger (Geo),"George, A. L.",Propaganda Analysis : a Study of Inferences made from Nazi Propaganda in World War 2 /,,Row,1959
JD 3315 Ger (Mer),"Merritt, A. J.","Public Opinion in Occupied Germany : the Omgus Surveys, 1945-1949 /",,Illinois UP,1970
JD 3315 Ger (Mer),"Merritt, A. J.","Public Opinion in Semisovereign Germany : the Hicog Surveys, 1949-1955 /",9780252007316; 025200731X,Illinois UP,1980
JD 3315 UK (BLA),"Black, John B., 1940-",Organising the propaganda instrument : the British experience /,9789024716944; 9024716942,Nijhoff,1975
JD 3315 UK (Hod),"Hodder-Williams, R.",Public opinion polls and British politics /,,Routledge,1970
JD 3315 UK (Pri),"Price, R. N.",An imperial war and the British working class : working class attitudes and reactions to the Boer War 1899-1902 /,9780710072290; 0710072295,Routledge,1972
JD 3315 UK (Ros),"Rose, Richard, 1933-",Influencing voters : a study of campaign rationality /,,Faber,1967
JD 3315 UK (Ros),"Rose, Richard, 1933-",Opinion polls as feedback mechanisms : from cavalry charge to electronic warfare /,,U of Strathclyde,1983
JD 3315 UK (Tay),"Taylor, Philip M.",British propaganda in the 20th century : selling democracy /,9780748610396; 0748610391,Edinburgh UP,1999
JD 3315 UK (Tee),"Teer, F.",Political opinion polls /,9780091152307; 0091152305,Hutchinson,1973
JD 3315 UK (Win),"Windlesham, D. J. G. H.",Communication and political power /,,Cape,1966
JD 3318 USSR (Hol),"Hollander, G. D.",Soviet political indoctrination : developments in mass media and propaganda since Stalin /,,Praeger,1972
JD 3320 BAR,"Bartlett, Jamie, author.",The people vs tech : how the internet is killing democracy (and how we save it) /,9781785039065; 1785039067,Ebury Press,2018
JD 3320 BRO,"Brockington, Dan, author.",Celebrity advocacy and international development /,0415707196; 9780415707190; 0415707218; 9780415707213,Routledge,2014
JD 3320 CHA,"Chadwick, Andrew.","Internet politics : states, citizens, and new communication technologies /",0195177738; 9780195177732,Oxford University Press,2006
JD 3320 CIV,,Civic engagement and social media : political participation beyond the protest /,9781137434159; 1137434155,Palgrave Macmillan,2015
JD 3320 COM,,"Comparing political communication : theories, cases, and challenges /",9780521828314; 0521828317; 9780521535403; 0521535409,Cambridge University Press,2004
JD 3320 Com,,Communicating democracy : the media and political transitions /,9781555876692; 1555876692,Lynne Rienner,1998
JD 3320 DAH,"Dahlgren, Peter, 1946-",The political web : online civic cultures and participation /,1137326379; 9781137326379; 1137326360; 9781137326362,Palgrave Macmillan,2013
JD 3320 DAH,"Dahlgren, Peter, 1946- author.","Media and political engagement : citizens, communication and democracy /",9780521527897; 0521527899; 9780521821018; 0521821010,Cambridge University Press,2009
JD 3320 DAT,,"Data politics : worlds, subjects, rights /",1138053252; 9781138053250; 1138053260; 9781138053267,Routledge,2019
JD 3320 DAV,"Davis, Aeron author.","Public relations democracy : public relations, politics and the mass media in Britain /",9780719060687; 0719060680; 9780719060694; 0719060699,Manchester University Press,2002
JD 3320 DAV,"Davis, Aeron.",Political communication and social theory /,0415547121; 9780415547123; 041554713X; 9780415547130,Routledge,2010
JD 3320 DEM,,"Democratizing global media : one world, many struggles /",9780742536425; 0742536424; 9780742536432; 0742536432,Rowman & Littlefield,2005
JD 3320 DIJ,"Dijk, Jan van, 1952- author.",Internet and democracy in the network society /,081536301X; 9780815363019; 0815363028; 9780815363026,Routledge an imprint of the Taylor & Francis Group,2018
JD 3320 Dav,"Davison, W. P.",Mass communications and conflict resolution : the role of the information media in the advancement of international understanding /,,Praeger,1974
JD 3320 Fag,"Fagen, R. R.",Politics and communication : an analytic study /,,Little Brown,1966
JD 3320 GRA,,Media power in politics /,9781568024165; 1568024169,CQ Press,2000
JD 3320 HAN,,Handbook of digital politics /,9781786435637; 1786435632,Edward Elgar Publishing,2016
JD 3320 HIN,"Hind, Dan.",The return of the public /,1844675947; 9781844675944; 1844678636; 9781844678631,Verso,2010
JD 3320 Hoc,"Hoch, Paul.","The newspaper game : the political sociology of the press : an inquiry into behind-the-scenes organization, financing and brainwashing techniques of the news media /",,Calder and Boyars,1974
JD 3320 Int,International Press Institute.,The press in authoritarian countries.,,International Press Institute,1959
JD 3320 LIL,"Lilleker, Darren G.",Key concepts in political communication /,9781412918312; 1412918316; 9781412918305; 1412918308,Sage,2006
JD 3320 Len,"Lenart, Silvo.",Shaping political attitudes : the impact of interpersonal communication and mass media /,9780803957091; 0803957092,Sage,1994
JD 3320 MED,,"Media and the restyling of politics : consumerism, celebrity and cynicism /",9780761949206; 0761949208; 9780761949213; 0761949216,SAGE,2003
JD 3320 MED,,Mediated politics : communication in the future of democracy /,9780521789769; 0521789761; 9780521783569; 0521783569,Cambridge University Press,2001
JD 3320 MED,,The media and neo-populism : a contemporary comparative analysis /,9780275974923; 0275974928,Praeger,2003
JD 3320 Mas,,Mass media and political thought : an information-processing approach /,9780803925168; 0803925166,Sage,1985
JD 3320 NOR,"Norris, Pippa author.",A virtuous circle : political communications in postindustrial societies /,9780521790154; 0521790158; 9780521793643; 0521793645,Cambridge University Press,2000
JD 3320 Neg,"Negrine, Ralph M.",The communication of politics /,9780803977396; 0803977395,Sage,1996
JD 3320 OXF,,The Oxford handbook of political communication /,9780199793471; 0199793476,Oxford University Press,2017
JD 3320 PHA,,The phantom public sphere /,0816621241; 9780816621248; 9780816621262; 0816621268,U of Minnesota P,1993
JD 3320 POL,,Political public relations : principles and applications /,0415873819; 9780415873819,Routledge,2011
JD 3320 POL,,Politics and the internet in comparative context : views from the cloud /,0415638674; 9780415638678; 1138933805; 9781138933804,Routledge,2013
JD 3320 PRO,,The professionalization of political communication. /,9781841501598; 184150159X,Intellect Books,2007
JD 3320 PUB,,Public policy and mass media : the interplay of mass communication and political decision making /,0415485460; 9780415485463,Routledge,2010
JD 3320 RAP,,"Becoming brands : celebrity, activism and politics /",9780993993886; 0993993885,Waterhill Publishing,2017
JD 3320 RIC,"Richards, Barry, 1948-","Emotional governance : politics, media and terror /",0230008399; 9780230008397,Palgrave Macmillan,2007
JD 3320 ROU,,The Routledge companion to social media and politics /,9781138860766; 113886076X; 9781138300934; 1138300934,Routledge,2016
JD 3320 SAG,,The SAGE handbook of political advertising /,9781412917957; 1412917956,SAGE Publications,2006
JD 3320 STA,"Stanyer, James author.",Modern political communication : mediated politics in uncertain times /,9780745627977; 0745627978; 9780745627984; 0745627986,Polity,2007
JD 3320 Sch,"Schramm, Wilbur, 1907-",One day in the world's press /,,Stanford UP,1959
JD 3320 VIS,,Visual political communication /,9783030187286; 3030187284,Palgrave MacMillan,2019
JD 3320 WHE,"Wheeler, Mark, Ph. D., author.",Celebrity politics : image and identity in contemporary political communications /,0745652484; 9780745652481; 0745652492; 9780745652498,Polity,2013
JD 3320 WIL,"Williams, Sarah, author.",Data action : using data for public good /,0262044196; 9780262044196,The MIT Press,2020
JD 3320 Was,"Wasburn, Philo C.",Broadcasting propaganda : international radio broadcasting and the construction of political reality /,9780275938413; 0275938417,Praeger,1992
JD 3321 NIG (DIS),,The discourse of digital civic engagement : perspectives from the developing world /,9781634841207; 1634841204,Nova Publisher's,2016
JD 3321 Nig (Omu),"Omu, F. I. A.","Press and politics in Nigeria, 1880-1937 /",9780582646476; 0582646472,Longman,1978
JD 3321 S AFR (VON),"Von Schnitzler, Antina, 1975- author.",Democracy's infrastructure : techno-politics and citizenship after apartheid /,9780691170770; 0691170770; 9780691170787; 0691170789,Princeton University Press,2016
JD 3322 USA (Ans),"Ansolabehere, Stephen.",Going negative : how political advertisements shrink and polarize the electorate /,9780684837116; 0684837110,Simon & Schuster,1997
JD 3322 USA (BAK),"Baker, Frank W. (Educational consultant), author.",Political campaigns and political advertising : a media literacy guide /,9780313347559; 0313347557,Greenwood Press,2009
JD 3322 USA (Ben),"Bennett, W. Lance.",Public opinion in American politics /,9780155738102; 0155738100,Harcourt,1980
JD 3322 USA (Bro),"Brody, Richard A.","Assessing the president : the media, elite opinion and public support /",9780804719070; 0804719071,Stanford UP,1991
JD 3322 USA (Bro),"Brown, W. B.",The people's choice : the presidential image in the campaign biography /,,Louisiana State UP,1960
JD 3322 USA (Cam),,Campaigns in the news : mass media and congressional elections /,9780313251870; 0313251878,Greenwood P,1987
JD 3322 USA (Cat),"Cater, Douglass, 1923-1995",The fourth branch of government /,,Houghton Mifflin,1959
JD 3322 USA (Coh),"Cohen, Bernard Cecil, 1926-",The press and foreign policy /,9780691075198; 0691075190,Princeton UP,1963
JD 3322 USA (Cor),"Cornwell, E. E.",Presidential leadership of public opinion /,,Indiana UP,1965
JD 3322 USA (DAV),"Davis, Lanny J.","Scandal : how ""gotcha"" politics is destroying America /",9781403974952; 1403974950,Palgrave Macmillan,2006
JD 3322 USA (Den),"Denton, John E.",Political communication in America /,9780275957834; 0275957837,Praeger,1998
JD 3322 USA (Dia),"Diamond, Edwin.",The spot : the rise of political advertising on television /,9780262040952; 0262040956,MIT P,1988
JD 3322 USA (Dur),"Durdin, T.",The New York Times report from Red China /,,Quadrangle Books,1971
JD 3322 USA (Edw),"Edwards, J. E.","The foreign policy of Col. McCormick's Tribune, 1929-1941 /",9780874170313; 0874170311,U of Nevada P,1971
JD 3322 USA (Gra),"Graber, Doris A. 1923-2018. (Doris Appel),",Mass media and American politics /,9780871876997; 087187699X,Congressional Quarterly P,1993
JD 3322 USA (Gra),"Graber, Doris A. 1923-2018. (Doris Appel),",Mass media and American politics /,9780871877680; 0871877686,Congressional Quarterly P,1997
JD 3322 USA (HIN),"Hindman, Matthew Scott, 1976-",The myth of digital democracy /,0691137617; 9780691137612; 0691138680; 9780691138688,Princeton University Press,2009
JD 3322 USA (Har),"Hart, Roderick P.",Seducing America : how television charms the modern voter /,9780195086560; 0195086562,OUP,1994
JD 3322 USA (Hol),"Holt, Robert T.",Radio Free Europe /,,U of Minnesota P,1958
JD 3322 USA (Jam),"Jamieson, Kathleen Hall.","Dirty politics : deception, distraction, and democracy /",9780195078541; 0195078543,OUP,1992
JD 3322 USA (Jos),"Joslyn, Richard.",Mass media and elections /,9780394349497; 0394349490,Random House,1984
JD 3322 USA (Ker),"Kern, Montague, 1942-",Thirty-second politics : political advertising in the eighties /,9780275931957; 0275931951,Praeger,1989
JD 3322 USA (Kra),"Kraus, S.",The effects of mass communication on political behavior /,9780271005010; 0271005017,Pennsylvania State UP,1976
JD 3322 USA (Lan),"Lang, Gladys Engel.",Politics and television re-viewed /,9780803923461; 0803923465,Sage,1984
JD 3322 USA (Mal),"Maltese, John Anthony.",Spin control : the White House Office of Communications and the management of presidential news /,9780807820346; 0807820342,U of North Carolina P,1992
JD 3322 USA (Men),"Mendelsohn, H.","Polls, television and the new politics /",9780810200104; 0810200104,Chandler,1972
JD 3322 USA (Mor),"Morreale, Joanne, 1956-",A new beginning : a textual frame analysis of the political campaign film /,9780791406090; 0791406091,State U of New York P,1991
JD 3322 USA (New),,New directions in political communication : a resource book /,9780803933347; 0803933347,Sage,1990
JD 3322 USA (Owe),"Owen, Diana.",Media messages in American presidential elections /,9780313263620; 0313263620,Greenwood P,1991
JD 3322 USA (Pas),,Past and future of presidential debates /,9780844733302; 084473330X,American Enterprise Institute for Public Policy Research,1979
JD 3322 USA (Pre),,The press and public policy /,9780844721484; 0844721484,American Enterprise Institute for Public Policy Research,1979
JD 3322 USA (REE),"Reed, T. V. (Thomas Vernon)",The art of protest : culture and activism from the civil rights movement to the streets of Seattle /,0816637709; 9780816637706; 0816637717; 9780816637713,University of Minnesota Press,2005
JD 3322 USA (Rub),"Rubin, B.",Political television /,,Wadsworth,1967
JD 3322 USA (SMI),"Smith, Craig Allen, 1949 February 4- author.",Presidential campaign communication /,9780745680224; 0745680224; 9780745680231; 0745680232,Polity Press,2015
JD 3322 USA (Sev),"Sevareid, E.",Politics and the press /,,,1967
JD 3322 USA (Spr),"Sproule, J. Michael.",Propaganda and democracy : the American experience of media and mass persuasion /,9780521470223; 0521470226,CUP,1997
JD 3322 USA (Tel),,Television and political advertising /,9780805806557; 0805806555,Erlbaum,1991
JD 3322 USA (Tel),,Television and political advertising /,9780805806625; 0805806628,Erlbaum,1991
JD 3322 USA (Tho),"Thomson, C. A. H.",Television and presidential politics : the experience in 1952 and the problems ahead /,,Brookings Institution,1956
JD 3323 (Med),,Media and politics in Latin America : the struggle for democracy /,9780803981652; 0803981651,Sage,1988
JD 3323 (Tel),,"Television, politics and the transition to democracy in Latin America /",9780943875446; 0943875447,Woodrow Wilson Center P,1993
JD 3324 Chi (Liu),"Liu, A. P. L.",Communications and national integration in Communist China /,,U of California P,1971
JD 3324 Ind (Bar),"Barrier, N. Gerald (Norman Gerald)","Banned controversial literature and political control in British India, 1907-1947 /",9780826201591; 0826201598,Manohar,1976
JD 3325 (Bro),,Broadcasting and politics in Western Europe /,9780714632742; 0714632740,Cass,1985
JD 3325 (Com),,Communicating to voters : television in the first European parliamentary elections /,9780803997622; 0803997620,Sage,1983
JD 3325 (Pol),,Political advertising in Western democracies : parties and candidates on television /,9780803953529; 0803953526,Sage,1995
JD 3325 (Pol),,The political content of broadcasting : proceedings... /,9780948195358; 0948195355,The Institute,1992
JD 3325 (Tel),,Television and political life : studies in six European countries /,9780333243275; 0333243277,Macmillan,1979
JD 3325 Fra (Gis),,"Giscard d'Estaing, Mitterrand : 54,774 mots pour convaincre /",,PUF,1976
JD 3325 Ger (Hal),"Hale, O. J.",The captive press in the Third Reich /,,Princeton UP,1964
JD 3325 UK (Blu),"Blumler, Jay G.",The challenge of election broadcasting /,,Leeds UP,1978
JD 3325 UK (CUR),"Curran, James, author.",Culture wars : the media and the British left /,9780748619177; 0748619178,Edinburgh University Press,2005
JD 3325 UK (Coh),"Cohen, Yoel.",Media diplomacy : the Foreign Office in the mass communications age /,9780714632698; 0714632694,Cass,1986
JD 3325 UK (Col),"Cole, Harvey.",Socialism and the press /,,Fabian Publications,1952
JD 3325 UK (DEA),"Dean, Malcolm, 1939- author.",Democracy under attack : how the media distorts policy and politics /,9781847428493; 1847428495,The Policy Press,2013
JD 3325 UK (DEA),"Dean, Malcolm.",Democracy under attack : how the media distorts policy and politics /,1847428487; 9781847428486,Policy,2012
JD 3325 UK (FRA),"Franklin, Bob, 1949-","Tough on soundbites, tough on the causes of soundbites : New Labour and news management /",9780953322428; 0953322424,Catalyst Trust,1998
JD 3325 UK (Hed),"Hedley, P.",The D-notice affair /,,Joseph,1967
JD 3325 UK (Ins),,Inside information : British government and the media /,9780094641600; 0094641609,Constable,1982
JD 3325 UK (JON),"Jones, Nicholas, 1942-",Soundbites and spin doctors : how politicians manipulate the media - and vice versa /,9780575400528; 0575400528,Indigo,1996
JD 3325 UK (MAC),"McNair, Brian, 1959- author.",An introduction to political communication /,9780415596435; 0415596432; 9780415596442; 0415596440,Routledge,2011
JD 3325 UK (MAC),"McNair, Brian, 1959- author.",An introduction to political communication /,9780415739412; 0415739411; 9780415739429; 041573942X,Routledge Taylor & Francis Group,2018
JD 3325 UK (Mac),"McNair, Brian, 1959-",An introduction to political communication /,0415410703; 9780415410700; 041541069X; 9780415410694,Routledge,2007
JD 3325 UK (Mac),"McNair, Brian, 1959-",An introduction to political communication /,9780415108546; 0415108543,Routledge,1995
JD 3325 UK (Mac),"McNair, Brian, 1959-",An introduction to political communication /,9780415199216; 0415199212; 9780415199223; 0415199220,Routledge,1999
JD 3325 UK (Mar),"Martin, Kingsley, 1897-1969.","Fascism, democracy and the press /",,New Statesman and Nation,1938
JD 3325 UK (POL),,Political communications transformed : from Morrison to Mandelson /,9780333776766; 0333776763,Palgrave,2001
JD 3325 UK (Phi),"Philo, Greg.","Politics, media and public belief : research report /",9780952166900; 0952166909,Glasgow University Media Group,1993
JD 3325 UK (SEY),"Seymour-Ure, Colin, 1938-",The political impact of mass media /,,Constable,1974
JD 3325 UK (SOR),"Sørensen, Lone, author.","Populist communication : ideology, performance, mediation /",3030657558; 9783030657550,Palgrave Macmillan,2021
JD 3325 UK (Sey),"Seymour-Ure, Colin, 1938-","The press, politics and the public : an essay on the role of the national press in the British political system /",,Methuen,1968
JD 3325 UK (Sto),"Storey, G.","Reuter's century, 1851-1951 /",,Parrish,1951
JD 3325 UK (Tre),"Trenaman, J. M.",Television and the political image : a study of the impact of television on the 1959 general election /,,Methuen,1961
JD 3325 UK (Tun),"Tunstall, Jeremy.",The Westminster Lobby correspondents : a sociological study of national political journalism /,9780710068347; 0710068344,Routledge,1970
JD 3325 UK (Wat),"Watts, Duncan.",Political communication today /,9780719047930; 0719047935,Manchester UP,1997
JD 3325 UK (Wha),"Whale, J.",The politics of the media /,9780719007033; 0719007038,Manchester UP,1977
JD 3325 UK (Wil),"Williams, F.","Press, parliament and people /",,Heinemann,1946
JD 3326 Tur (Emi),"Emin, A.",The development of modern Turkey as measured by its press /,,Columbia University,1914
JD 3328 USSR (Buz),"Buzek, A.",How the communist press works /,,Pall Mall P,1964
JD 3400 Adv,,Advances in the spatial theory of voting /,9780521352840; 0521352843,CUP,1990
JD 3400 Alf,"Alford, R. R.",Party and Society : the Anglo-American Democracies /,,Murray,1964
JD 3400 BLA,"Blais, Andre_, 1947-",To vote or not to vote : the merits and limits of rational choice theory /,9780822941293; 0822941295; 9780822957348; 0822957345,University of Pittsburgh Press,2000
JD 3400 BOL,"Bollas, Christopher.",Election fever /,9780716340263; 0716340267,The Society,1996
JD 3400 Bre,"Brennan, Geoffrey, 1944-",Democracy and decision : the pure theory of electoral preference /,9780521350433; 0521350433,CUP,1993
JD 3400 Bud,"Budge, Ian.",Explaining and predicting elections : issue effects and party strategies in twenty-three democracies /,9780043240083; 0043240089,Allen & Unwin,1983
JD 3400 Bud,"Budge, Ian.",Voting and party competition : a theoretical critique and synthesis applied to surveys from ten democracies /,9780471994541; 0471994545,Wiley,1977
JD 3400 Bus,"Busteed, M. A.",Geography and Voting Behaviour /,9780198740315; 019874031X,OUP,1975
JD 3400 But,"Butler, David, 1924-",Elections abroad /,,Macmillan,1959
JD 3400 CAM,,Campaign and party finance in North America and Western Europe /,0595001246; 9780595001248,toExcel,2000
JD 3400 COL,"Coleman, Renita, author.",Image and emotion in voter decisions : the affect agenda /,9780739189955; 0739189956; 9781498514033; 1498514030,Lexington Books,2015
JD 3400 COM,,Comparing democracies 2 : new challenges in the study of elections and voting /,9780761972235; 0761972234; 9780761972228; 0761972226,Sage,2002
JD 3400 CUS,"Cushion, Stephen author.",Reporting elections : rethinking the logic of campaign coverage /,1509517510; 9781509517510,Polity,2018
JD 3400 Cam,"Campbell, Angus, 1910-",Elections and the political order /,,Wiley,1966
JD 3400 Com,,Comparing democracies 2 : new challenges in the study of elections and voting /,9780761972235; 0761972234; 9780761972228; 0761972226,Sage,2002
JD 3400 Com,,Comparing democracies : elections and voting in global perspective /,9780803958364; 0803958366,Sage,1996
JD 3400 Con,"Converse, Philip E., 1928-",Some priority variables in comparable electoral research /,,U of Strathclyde,1968
JD 3400 DEV,,Devolution and electoral politics /,9780719073304; 0719073308,Manchester University Press,2006
