child,parent,description
J1120-D-2001,J,Collective action under the Articles of Confederation : state support of the federal government 
J1120-D-1966,J,The eleventh pillar : New York State and the federal constitution 
J1120-D-1990,J,American federalism : competition among governments 
J1120-E-1962,J,The American partnership : intergovernmental co-operation in the nineteenth-century United States 
J1120-E-1984,J,American federalism : a view from the States 
J1120-P-1969,J,The New Deal and the states : federalism in transition 
J1120-P-1995,J,The price of federalism 
J1120--1969,J,The politics of American federalism 
J1120-P-1942,J,Federalism as a democratic process 
J1120-R-1972,J,The new federalism 
J1120--1975,J,Representative government and revolution : the Maryland constitutional crisis of 1787 
J1120-S-1998,J,Politics, position and power : the dynamics of federal organization 
J1120--1986,J,State politics and the new federalism : readings and commentary 
J1120-V-1961,J,The Structure of American Federalism 
J1120-W-1998,J,Federalism and political culture 
J1120-W-1990,J,Reagan's federalism : his efforts to decentralize government 
J1120-Z-1992,J,Contemporary American federalism : the growth of national power 
J1130-V-1999,J,The changing role of the state in Latin America 
J1130-S-1997,J,Constitutional engineering in Brazil : the politics of federalism and decentralization 
J1140-T-2019,J,Indian federalism 
J1140-D-1942,J,The Indian states and Indian federation 
J1140-M-1956,J,The story of the integration of the Indian states 
J1150-B-2006,J,Polemics 
J1150-B-2000,J,Federalism and European Union : the building of Europe, 1950-2000 
J1150--1986,J,Federalism and federation in Western Europe 
J1150-F-1893,J,History of federal government in Greece and Italy 
J1150--1969,J,La revolution federaliste.
J1150-W-1971,J,Federalisme : Utopie ou possibilite 
J1150-G-1975,J,Les mouvements federalistes en France de 1945 a 1974 
J1150-S-1996,J,Der H�ter der Verfassung 
J1150-B-1971,J,Federalism and regionalism in Germany : the division of Prussia 
J1150--1993,J,Federalism, unification and European integration 
J1150--1991,J,German federalism today 
J1150--1975,J,Politikverflechtung zwischen Bund, Landern und Gemeinden : Vortrage und Diskussionsbeitrage....
J1150--1998,J,Recasting German federalism : the legacies of unification 
J1150-W-1961,J,The states in West German federalism : a study of federal-state relations, 1949-1960 
J1150-M-2001,J,The federalization of Spain 
J1150-B-1920,J,Real democracy in operation : the example of Switzerland 
J1150-C-1961,J,The federal government of Switzerland 
J1150-I-1966,J,Le federalisme yougoslave.
J1150-Z-2008,J,Structuring the state : the formation of Italy and Germany and the puzzle of federalism 
J1170--1999,J,The Centenary companion to Australian federation 
J1180-C-1967,J,Soviet nationalities policy in practice 
J1180-D-1974,J,Internationalism or Russification : A Study in the Soviet Nationalities Problem 
J1180-G-1990,J,Federalism and nationalism : the struggle for republican rights in the USSR 
J1180--1991,J,Soviet federalism : nationalism and economic decentralisation 
J1180--1992,J,The Soviet nationality reader : the disintegration in context 
J1200-B-1990,J,Government by moonlight : the hybrid parts of the state 
J1200-B-1988,J,States and collective action : the European experience 
J1200--1988,J,The corporate state : corporatism and the state tradition in western Europe 
J1200-N-1981,J,The challenge of corporatism 
J1200--1985,J,Organized interests and the state : studies in meso-corporatism 
J1200-S-1997,J,The unconscious civilization 
J1200-V-1989,J,The limits of corporatism : the British experience in the twentieth century 
J1200-V-1985,J,The nation state : the neglected dimension of class 
J1200-W-1989,J,Corporatism in perspective : an introductory guide to corporatist theory 
J1200-W-1985,J,Varieties of corporatism : a conceptual discussion 
J1200-Z-1997,J,Cosmopolis : prospects for world government 
J1250--1987,J,Political stability and neo-corporatism : corporatist integration and societal cleavages in Western Europe 
J1310-Z-2010,J,The United Nations Secretariat and the use of force in a unipolar world : power v. principle 
J140-A-1973,J,Documents on political thought in modern India 
J140-A-1976,J,Documents on political thought in modern India 
J140--1976,J,The encyclopaedia of [the] Indian National Congress.
J140--1977,J,The encyclopaedia of [the] Indian National Congress.
J140--1978,J,The encyclopaedia of [the] Indian National Congress.
J140--1979,J,The encyclopaedia of [the] Indian National Congress.
J140--1980,J,The encyclopaedia of the Indian National Congress.
J140--1981,J,The encyclopaedia of the Indian National Congress.
J140--1982,J,The encyclopaedia of the Indian National Congress.
J140--1983,J,The encyclopaedia of the Indian National Congress.
J140--1984,J,The encyclopaedia of the Indian National Congress.
J140--1987,J,The encyclopaedia of the Indian National Congress.
J1630--2021,J,EU-Turkey relations : theories, institutions, and policies 
J180-M-1974,J,Soviet government : a selection of official documents on internal policies 
J2000--1992,J,Adaptation and transformation in communist and post-communist systems 
J2000-B-1995,J,Comparative government : an introduction 
J2000-B-1998,J,Governing under proportional representation : lessons from Europe 
J2000-B-1969,J,Stratagems and spoils : a social anthropology of politics 
J2000-B-1986,J,Comparing political systems : power and policy in three worlds 
J2000-B-1962,J,New directions in comparative politics 
J2000-C-2002,J,Comparative politics : an introduction 
J2000-C-2006,J,Culture troubles : politics and the interpretation of meaning 
J2000--2020,J,Comparative politics 
J2000--2011,J,Comparative politics 
J2000--2017,J,Comparative politics 
J2000--2004,J,Comparative politics today : a world view 
J2000--2009,J,Comparing democracies 
J2000-C-1993,J,An introduction to comparative politics 
J2000--1990,J,Communist and postcommunist political systems : an introduction 
J2000--1984,J,Comparative government and politics : essays in honour of S.E. Finer 
J2000--2007,J,Comparative politics today : a world view 
J2000--1974,J,Consociational democracy : political accommodation in segmented societies 
J2000--1993,J,Constitutionalism and democracy : transitions in the contemporary world : the American Council of Learned Societies comparative constitutionalism papers 
J2000-D-1966,J,The nerves of government : models of political communications and control 
J2000-D-1990,J,How to compare nations : strategies in comparative politics 
J2000-D-1970,J,After the revolution Authority in a good society 
J2000-D-1991,J,Modern political analysis 
J2000-D-1984,J,Modern political analysis 
J2000-D-1973,J,Regimes and oppositions 
J2000-D-1996,J,Political systems of the world 
J2000-E-1963,J,Comparative politics : a reader 
J2000-E-1965,J,A Systems Analysis of Political Life 
J2000-G-1972,J,Comparative political systems : managing conflict 
J2000-G-1971,J,Comparative politics : a distributive approach 
J2000-H-2019,J,Comparative government and politics : an introduction 
J2000-H-2013,J,Comparative government and politics : an introduction 
J2000-H-2016,J,Comparative government and politics : an introduction 
J2000-H-2007,J,Comparative government and politics 
J2000-H-2004,J,Comparative government and politics 
J2000-H-2005,J,Comparative politics in a globalizing world 
J2000-H-1992,J,Comparative government and politics : an introduction 
J2000-H-1998,J,Comparative government and politics : an introduction 
J2000--2012,J,Issues in comparative politics : selections from CQ Researcher.
J2000-I-1972,J,Opposition : past and present of a political institution 
J2000-J-2011,J,Party systems and country governance 
J2000-J-1979,J,Political, electoral, and spatial systems : an essay in political geography 
J2000-K-2009,J,Party discipline and parliamentary politics 
J2000-K-1996,J,Understanding comparative politics : a framework for analysis 
J2000-L-1994,J,Comparative politics : an introduction and new approach 
J2000-L-1984,J,Democracies : patterns of majoritarian and consensus government in twenty-one countries 
J2000-L-1977,J,Democracy in plural societies : a comparative exploration 
J2000-L-1969,J,Politics in Europe : comparisons and interpretations 
J2000-L-1957,J,Political power and the governmental process 
J2000-M-1955,J,The study of comparative government 
J2000-M-1961,J,Comparative politics : notes and readings 
J2000-M-1989,J,Redefining comparative politics : promise versus performance 
J2000-M-1972,J,Political Continuity and Change 
J2000-N-1967,J,Political mobilization : a sociological analysis of methods and concepts 
J2000-O-2006,J,Cases in comparative politics 
J2000-O-2007,J,Essentials of comparative politics 
J2000-O-1979,J,Comparative politics.
J2000-P-1998,J,Comparative politics : theory and methods 
J2000-P-2005,J,Democracy from above : regional organizations and democratization 
J2000--2003,J,The political class in advanced democracies 
J2000--1987,J,Politics, security and development in small states 
J2000--1978,J,The Practice of Comparative Politics : a Reader 
J2000--1986,J,The rise of the modern state 
J2000-R-1972,J,What is comparative politics 
J2000-S-2001,J,Arguing comparative politics 
J2000-S-2013,J,Brokers, voters, and clientelism : the puzzle of distributive politics 
J2000-T-2001,J,Comparative politics : an introduction to seven countries 
J2000-T-1990,J,Nested games : rational choice in comparative politics 
J2000-W-2015,J,The paradox of liberation : secular revolutions and religious counterrevolutions 
J2000-W-2009,J,The dynamics of two-party politics : party structures and the management of competition 
J2000-W-1996,J,Concepts and issues in comparative politics : an introduction to comparative analysis 
J2006-M-2009,J,Rethinking imperialism : a study of capitalist rule 
J2100-A-2018,J,Back to black. Retelling black radicalism for the 21st century.
J2100-B-2000,J,Parliamentary democracy : democratization, destabilization, reconsolidation, 1789-1999 
J2100--1969,J,Comparative government : a reader 
J2100-B-1969,J,An introduction to comparative government 
J2100-B-1997,J,Governments, parties, and public sector employees : Canada, United States, Britain and France 
J2100-B-1973,J,Comparing political systems 
J2100-B-1982,J,Parliament and Congress 
J2100--1978,J,The breakdown of democratic regimes 
J2100-B-1921,J,Modern democracies 
J2100--2010,J,Calculating the social : standards and the reconfiguration of governing 
J2100-C-2013,J,Principles of comparative politics 
J2100--2001,J,Comparative politics : a global introduction 
J2100--1997,J,Comparative politics : rationality, culture, and structure 
J2100--1998,J,Comparative politics : the problem of equivalence 
J2100--2013,J,Comparative politics : the problem of equivalence 
J2100--1988,J,Constitutions in democratic politics 
J2100--2005,J,Controlling modern government : variety, commonality and change 
J2100-C-1986,J,Latin America and the Comintern, 1919-1943 
J2100-C-1934,J,A guide to modern politics 
J2100--1994,J,Comparing nations : concepts, strategies, substance 
J2100--1993,J,Constitutions and national identity : proceedings of a conference held in honour of Professor George Shepperson 
J2100--1995,J,Contemporary political studies 1995 
J2100--1996,J,Contemporary political studies 1996 
J2100-C-1958,J,Elements of democratic government 
J2100-C-1956,J,Feudalism in history 
J2100-C-1979,J,The minimum state : beyond party politics 
J2100--2006,J,Democratic constitutional design and public policy : analysis and evidence 
J2100--1971,J,Democracy in crisis : new challenges to constitutional democracy in the Atlantic area 
J2100-D-1976,J,Coalitions in parliamentary government 
J2100-E-1965,J,Democracy in a changing society 
J2100-F-1978,J,The Disease of Government 
J2100-F-1946,J,The Future of Government 
J2100-F-1961,J,The theory and practice of modern government 
J2100-F-1970,J,Comparative Government 
J2100-F-1997,J,The history of government from the earliest times 
J2100--1979,J,Five constitutions 
J2100-F-1995,J,Comparing constitutions 
J2100-F-1964,J,The public and its government 
J2100-F-1950,J,Constitutional government and democracy : theory and practice in Europe and America 
J2100-F-1974,J,Limited government : a comparison 
J2100--2004,J,Governing multicultural societies 
J2100--2011,J,Governmentality : current issues and future challenges 
J2100-H-2002,J,Implementing public policy : governance in theory and in practice 
J2100-H-1970,J,Authoritarian policies in modern society : the dynamics of established one-party systems 
J2100-J-1998,J,Analysing public policy 
J2100-K-2003,J,Comparative politics : a policy approach 
J2100-L-2013,J,Why institutions matter : the new institutionalism in political science 
J2100-L-2000,J,The new institutional politics : performance and outcomes 
J2100-L-1974,J,Politics within nations 
J2100-M-2001,J,Politics, wellbeing and the market 
J2100-M-2007,J,Good and bad power : the ideals and betrayals of government 
J2100--1981,J,Marxist governments : a world survey 
J2100--2000,J,Morals of legitimacy : between agency and system 
J2100--1989,J,New times : the changing face of politics in the 1990s 
J2100-N-2005,J,Foundations of comparative politics 
J2100--2007,J,Observing government elites : up close and personal 
J2100-O-1974,J,Comparative government and politics.
J2100-P-2012,J,Parliamentary oversight tools : a comparative analysis 
J2100-P-2003,J,The economic effects of constitutions 
J2100-B-2005,J,The politics of crisis management : public leadership under pressure 
J2100-G-2006,J,Politics of governing : a comparative introduction 
J2100--2009,J,Referendums and representative democracy : responsiveness, accountability and deliberation 
J2100--2003,J,Reinventing government for the twenty-first century : state capacity in a globalizing society 
J2100--1999,J,Renewing government : innovative and inspiring visions 
J2100-R-2002,J,Constitutional dictatorship : crisis government in the modern democracies 
J2100-R-2011,J,The quality of government : corruption, social trust, and inequality in international perspective 
J2100-R-2017,J,Unconstitutional constitutional amendments : the limits of amendment powers 
J2100-R-1966,J,Leadership and democracy : an oration delivered at Birkbeck College, London, 6th December 1966, in celebration of the 143rd anniversary of the foundation of the College 
J2100-S-1997,J,Comparative constitutional engineering : an inquiry into structures, incentives and outcomes 
J2100-S-2002,J,Policy paradox : the art of political decision making 
J2100-S-1994,J,Comparative constitutional engineering : an inquiry into structures, incentives and outcomes 
J2100-S-1985,J,Political theories of modern government, its role and reform 
J2100-S-1979,J,Feudalism 
J2100-S-1996,J,Comparing state polities : a framework for analyzing 100 governments 
J2100-T-2002,J,Veto players : how political institutions work 
J2100-T-2000,J,Government : whose obedient servant : a primer in public choice 
J2100-U-1968,J,Collected seminar papers on post-independence constitutional changes, October 1967-March 1968.
J2100-W-1994,J,Government survival in parliamentary democracies 
J2100-W-1953,J,Comparative political institutions : a study of modern democratic and dictatorial systems 
J2100-Z-1951,J,Constitutions and constitutional trends since World War 2 : an examination of significant aspects of postwar public law with particular reference to the new constitutions of western Europe 
J2110--2006,J,African parliaments : between government and governance 
J2110--2005,J,The African exception 
J2110-A-2001,J,Politics and post-colonial theory : African inflections 
J2110--1972,J,Africa independent : a survey of political developments.
J2110--1987,J,Afro-Marxist regimes : ideology and public policy 
J2110--1997,J,The African state at a critical juncture : between disintegration and reconfiguration 
J2110-A-1984,J,Politics in Africa 
J2110-A-1992,J,Africa betrayed 
J2110-A-1998,J,Africa in chaos 
J2110-B-2009,J,The state in Africa : the politics of the belly 
J2110-B-2019,J,L'Etat de distorsion en Afrique de l'Ouest : des empires a_ la nation 
J2110-B-1993,J,The state in Africa : the politics of the belly 
J2110--2008,J,Beside the state : emergent powers in contemporary Africa 
J2110-B-2003,J,Political topographies of the African state : territorial authority and institutional choice 
J2110-B-1992,J,Le politique par le bas en Afrique noire : contributions a une problematique de la democratie 
J2110-B-1997,J,Democratic experiments in Africa : regime transitions in comparative perspective 
J2110-C-2013,J,The rise of the BRICS in Africa : the geopolitics of south-south relations 
J2110-C-1999,J,Africa works : disorder as political instrument 
J2110--1999,J,Civil society and the political imagination in Africa : critical perspectives 
J2110-C-2017,J,The horn of Africa : state formation and decay 
J2110--1995,J,Collapsed states : the disintegration and restoration of legitimate authority 
J2110-C-1992,J,Power in Africa : an essay in political interpretation 
J2110--1989,J,Contemporary West African states 
J2110--1991,J,Democracy and socialism in Africa 
J2110--1988,J,Democracy in developing countries 
J2110-E-2009,J,Africa : unity, sovereignty, and sorrow 
J2110--1994,J,Economic change and political liberalization in sub-Saharan Africa 
J2110-F-1992,J,Predatory rule : state and civil society in Africa 
J2110-G-2001,J,Politics and society in South Africa : a critical introduction 
J2110-G-1974,J,Les systemes politiques africains 
J2110--1992,J,Governance and politics in Africa 
J2110-H-2013,J,African politics in comparative perspective 
J2110-H-2005,J,African politics in comparative perspective 
J2110-H-1958,J,What are the problems of parliamentary government in West Africa.
J2110--2001,J,Intervention and transnationalism in Africa : global-local networks of power 
J2110-I-1990,J,Politics in modern Africa : the uneven tribal dimension 
J2110-J-1969,J,Government and Power in West Africa 
J2110--1993,J,Legitimacy and the state in twentieth-century Africa : essays in honour of A.H.M. Kirk-Greene 
J2110-M-2008,J,A new paradigm of the African state : fundi wa Afrika 
J2110--2007,J,Political Islam in West Africa : state-society relations transformed 
J2110--1986,J,Political domination in Africa : reflections on the limits of power 
J2110--1973,J,The politics of cultural sub-nationalism in Africa 
J2110-P-1972,J,Southern Africa in Perspective : Essays in Regional Politics 
J2110-R-1999,J,Warlord politics and African states 
J2110-R-1998,J,Warlord politics and African states 
J2110-S-2001,J,African democracies and African politics 
J2110-T-2002,J,Government and politics in Africa 
J2110--2011,J,Turning points in African democracy 
J2110-T-1997,J,Government and politics in Africa 
J2110-T-1993,J,Government and politics in Africa 
J2110-Q-1998,J,Between ballots and bullets : Algeria's transition from authoritarianism 
J2110-V-2003,J,Islam and democracy : the failure of dialogue in Algeria 
J2110-D-1995,J,State building and democracy in Southern Africa : Botswana, Zimbabwe, and South Africa 
J2110-S-1985,J,Ethiopia : politics, economics and society 
J2110-C-1988,J,Transformation and continuity in revolutionary Ethiopia 
J2110-P-1969,J,The government of Ethiopia 
J2110--1990,J,The political economy of Ethiopia 
J2110-G-2003,J,Dangerous alliances : civil society, the media and democratic transition in North Africa 
J2110-C-1983,J,An anatomy of Ghanaian politics : managing political recession, 1969-1982 
J2110-W-1975,J,Asante in the nineteenth century : the structure and evolution of a political order 
J2110-L-2018,J,Performances of injustice : the politics of truth, justice and reconciliation in Kenya 
J2110-B-1990,J,Political stability and development : a comparative analysis of Kenya, Tanzania, and Uganda 
J2110-H-1995,J,The culture of politics in modern Kenya 
J2110--1984,J,Politics and public policy in Kenya and Tanzania 
J2110-C-1976,J,Liberia and Sierra Leone : an Essay in Comparative Politics 
J2110-D-1982,J,An introduction to Nigerian government and politics 
J2110-E-1967,J,Nigeria : the development of its laws and constitution 
J2110-N-1982,J,A Constitutional History of Nigeria 
J2110-O-1973,J,Nigerian politics 
J2110-P-1976,J,Nigerian politics : the people's view 
J2110--1978,J,Soldiers and oil : political transformation of Nigeria 
J2110--1959,J,Constitutional development in the Federation 
J2110-N-1988,J,The cohesion of oppression : clientship and ethnicity in Rwanda, 1860-1960 
J2110-A-9797,J,Comrades in business : post-liberation politics in South Africa 
J2110-D-2011,J,Liberal democracy and peace in South Africa : the pursuit of freedom as dignity 
J2110-L-2010,J,Popular politics in the history of South Africa, 1400-1948 
J2110-L-2003,J,Politics in South Africa : from Mandela to Mbeki 
J2110-L-1999,J,South African politics since 1994 
J2110-S-2000,J,The politics of transition : the hidden history of South Africa's negotiated settlement 
J2110-D-1998,J,South Africa reborn : building a new democracy 
J2110-E-1998,J,The soul of a nation : constitution-making in South Africa 
J2110-G-1996,J,Liberal and populist democracy in South Africa : challenges, new threats to liberalism 
J2110-G-1987,J,Legitimating the illegitimate : state, markets and resistance in South Africa 
J2110-K-1962,J,The Union of South Africa : the development of its laws and constitution. Supplement : The new constitution 
J2110-K-1999,J,The global economy and democracy in South Africa 
J2110--1996,J,South Africa : designing new political institutions 
J2110-R-1995,J,Corruption and state politics in Sierra Leone 
J2110-H-2015,J,Political thought and the public sphere in Tanzania : freedom, democracy, and citizenship in the era of decolonization 
J2110-S-2006,J,Let the people speak : Tanzania down the road to neo-liberalism 
J2110--2018,J,Tunisie : une de_mocratisation au-dessus de tout soup�on l
J2110-C-1972,J,Socialism in Tanzania : an interdisciplinary reader 
J2110-O-1987,J,Socialism and self-reliance in Tanzania 
J2110-U-1953,J,Record of a meeting held at Government House... 1953 to discuss the Buganda Government's attitude towards various constitutional matters.
J2110-P-2005,J,Institutions and ethnic politics in Africa 
J2110-S-1989,J,Zimbabwe : politics, economics and society 
J2110-H-1990,J,State politics in Zimbabwe 
J2120--1993,J,The Canadian and American Constitutions in comparative perspective 
J2120--1996,J,Central America : fragile transition 
J2120--1955,J,Developments towards self-government in the Caribbean : a symposium....
J2120-L-1993,J,State formation in Central America : the struggle for autonomy, development and democracy 
J2120--1976,J,Size, self-determination and international relations : the Caribbean 
J2120-S-1980,J,The Caribbean as a Subordinate State System, 1945-1976. 
J2120-B-1996,J,Government online in Canada 
J2120-S-1999,J,Governing from the centre : the concentration of power in Canadian politics 
J2120--2001,J,Who is afraid of the state : Canada in a world of multiple centres of power 
J2120--2011,J,Money, politics, and democracy : Canada's party finance reforms 
J2120-F-2000,J,Cuba and the politics of passion 
J2120-B-1988,J,Crisis, challenge and change : party and class in Canada revisited 
J2120-B-2000,J,Canadian democracy : an introduction 
J2120-B-1989,J,Public policy in Canada : an introduction 
J2120-B-1993,J,Public policy in Canada : an introduction 
J2120-C-1992,J,Charter versus federalism : the dilemmas of constitutional reform 
J2120-C-1991,J,The real worlds of Canadian politics : cases in progress and policy 
J2120--1997,J,Canadian constitutional dilemmas revisted 
J2120--1994,J,Canadian politics 
J2120--1999,J,Canadian politics 
J2120-C-1994,J,The real worlds of Canadian politics : cases in process and policy 
J2120-C-1996,J,Canadian politics : an introduction 
J2120--1992,J,Constitutional politics : the Canadian Forum book on the federal constitutional proposals 1991-92 
J2120-D-1971,J,Democratic Government in Canada 
J2120-D-1996,J,Canadian political debates : opposing views on issues that divide Canadians 
J2120-F-1991,J,Politics : Canada 
J2120-F-1966,J,Politics : Canada : problems in Canadian government 
J2120-G-1990,J,Conflict and unity : an introduction to Canadian political life 
J2120-G-1994,J,Conflict and unity : an introduction to Canadian political life 
J2120--2000,J,Governance in the 21st century : proceedings of a symposium held in November 1999 under the auspices of the Royal Society of Canada = Gouvernance au 21e sie_cle : actes d'un colloque tenu en novembre 1999 sous les auspices de la Soci�t� royale du Canada 
J2120-H-1976,J,Government in Canada 
J2120-J-1998,J,Politics in Canada : culture, institutions, behaviour and public policy 
J2120-M-1995,J,The language of Canadian politics : a guide to important terms and concepts 
J2120-M-1996,J,The Canadian regime 
J2120--1991,J,Options for a new Canada 
J2120-R-1993,J,Constitutional odyssey : can Canadians become a sovereign people 
J2120-S-1993,J,Zen and the art of post-modern Canada 
J2120-S-1986,J,The origins of Canadian politics : a comparative approach 
J2120-V-1976,J,The Canadian political system : environment, structure and process 
J2120-W-1994,J,Reimagining Canada : language, culture, community and the Canadian constitution 
J2120-W-1972,J,Introduction to Canadian politics and government 
J2120-A-1988,J,Cuba : politics, economics and society 
J2120-P-2001,J,Counter-hegemony and foreign policy : the dialectics of marginalized and global forces in Jamaica 
J2120-M-2001,J,State-society relations in Mexico : clientelism, neoliberal state reform, and the case of Conasupo 
J2120-N-2003,J,Power, community and the state : the political anthropology of organisation in Mexico 
J2120--2012,J,The Oxford handbook of Mexican politics 
J2120--2009,J,Selecci�n de candidatos, pol�tica partidista y rendimiento democr�tico 
J2120-C-1999,J,Politics in Mexico : the decline of authoritarianism 
J2120-C-2003,J,Politics in Mexico : the democratic transformation 
J2120--1995,J,The challenge of institutional reform in Mexico 
J2120-C-2000,J,Mexico's political awakening 
J2120-E-1995,J,The paradox of the Mexican state : rereading sovereignty from independence to NAFTA 
J2120-H-1997,J,Mexican politics : the dynamics of change 
J2120--1989,J,Mexico's alternative political futures 
J2120-T-1957,J,The Mexican government today 
J2120-A-1999,J,US politics today 
J2120-A-1980,J,The first American constitutions : Republican ideology and the making of the state constitutions in the Revolutionary era 
J2120-A-1965,J,The American political process 
J2120--1967,J,The advance of democracy 
J2120--1970,J,American democracy in world perspective 
J2120--1965,J,American government : readings and cases 
J2120--1984,J,American government : readings and cases 
J2120--1987,J,American government : readings and cases 
J2120--1963,J,American government annual 
J2120--1979,J,American politics and public policy 
J2120--1988,J,The American founding : essays on the formation of the Constitution 
J2120--1972,J,The American political arena : selected readings 
J2120--1985,J,The American way : government and politics in the United States 
J2120-A-1938,J,Lectures on the American constitution 
J2120-A-1962,J,American national political institutions : some key readings 
J2120-B-2009,J,The limits of power : the end of American exceptionalism 
J2120-B-1957,J,Government in America 
J2120-B-1950,J,Aspects of American government 
J2120-B-1944,J,American government and politics 
J2120-B-1990,J,Yankee Leviathan : the origins of central state authority in America, 1859-1877 
J2120-S-1994,J,Getting involved 
J2120-B-1987,J,Taking the Constitution seriously 
J2120--1969,J,The bias of pluralism 
J2120-B-1958,J,A grammar of American politics : the national government 
J2120-B-1965,J,Basic issues of American democracy : a book of readings 
J2120-K-1983,J,Both ends of the Avenue : the presidency, the executive branch and the Congress in the 1980s 
J2120-B-1998,J,The government and politics of the United States 
J2120-B-1997,J,The new Federalist papers : essays in defense of the Constitution 
J2120-B-1941,J,Politics and Law in the United States 
J2120-B-1954,J,Politics in America 
J2120-B-1943,J,The American political system 
J2120-B-1971,J,The American political system : notes and readings 
J2120-B-1910,J,The American commonwealth 
J2120--2002,J,American politics : classic and contemporary readings 
J2120-C-1933,J,The crisis of democracy 
J2120-C-1941,J,The people, politics, and the politician : readings in American government 
J2120-C-1970,J,Two essays = On the foundation of civil government 
J2120-C-1979,J,1979 supplement to Edward S. Corwin's The Constitution and what it means today : Supreme Court decisions of 1977, 1978 and 1979 
J2120-C-1964,J,American constitutional history 
J2120-C-1981,J,Corwin on the Constitution 
J2120-C-1986,J,Corwin on the Constitution 
J2120-C-1978,J,The Constitution and what it Means today 
J2120-C-1954,J,The United States Political System and how it works 
J2120--2006,J,Developments in American politics 5 
J2120-D-1976,J,Democracy in the United States : promise and performance 
J2120-D-1974,J,Roots of the republic : a new perspective on early American constitutionalism 
J2120-D-1957,J,The American way of government 
J2120--1986,J,Debating American government 
J2120--1917,J,The Declaration of Independence, the Articles of Confederation, the Constitution of the United States 
J2120--1998,J,Developments in American politics 
J2120-D-1985,J,American politics : policies, power and change 
J2120-D-1992,J,American politics in the media age 
J2120-D-2001,J,Politics in America 
J2120-E-2012,J,The age of austerity : how scarcity will remake American politics 
J2120-E-1968,J,The philosophy of the American constitution : a reinterpretation of the intentions of the founding fathers 
J2120-E-1988,J,The American constitutional tradition 
J2120-E-1964,J,The second American revolution 
J2120-E-1935,J,The need for constitutional reform : a program for national security 
J2120-E-1933,J,American constitutional history 
J2120-M-1964,J,Essays on the American constitution 
J2120-F-2010,J,Constituent moments : enacting the people in postrevolutionary America 
J2120-F-2018,J,2016 in museums, money, and politics 
J2120-F-2007,J,American sovereigns : the people's sovereignty and the constitution before the Civil War 
J2120-F-1965,J,The adoption of the Fourteenth Amendment 
J2120-F-1987,J,Power and politics in America 
J2120-G-2004,J,Patchwork nation : sectionalism and political change in American politics 
J2120-G-2014,J,Zombie politics and culture in the age of casino capitalism 
J2120-G-1977,J,Power and politics in the United States : a political economy approach 
J2120-G-1970,J,The American Constitution 
J2120--2003,J,Governing America : the politics of a divided democracy 
J2120--1954,J,Government : an ideal concept 
J2120--2004,J,Government by the people 
J2120-H-1996,J,Governing America : history, culture, institutions, organisation, policy 
J2120-H-1977,J,The Making of American Politics, 1750-1850 
J2120-H-1854,J,The constitution of the United States of America 
J2120-H-1990,J,American politics and government : structure, processes, institutions and policies 
J2120-H-1973,J,Governing urban America in 1970s 
J2120-H-1968,J,Ten major issues in American politics 
J2120-H-1873,J,A manual of American ideas... 
J2120-H-1981,J,American politics : the promise of disharmony 
J2120-H-1967,J,A second federalist : Congress creates a government 
J2120-J-2001,J,The challenge of democracy : government in America 
J2120-J-2002,J,The challenge of democracy : government in America 
J2120-J-2005,J,The politics of attention : how government prioritizes problems 
J2120-J-1960,J,Present trends in American national government 
J2120-K-2015,J,Arendt and America 
J2120-K-2014,J,Agendas, alternatives, and public policies 
J2120-K-1987,J,The politics of power : a critical introduction to American government 
J2120-K-1973,J,Foundations of colonial America : a documentary history 
J2120-K-1991,J,The American Constitution : its origins and development 
J2120-K-1995,J,Agendas, alternatives and public policies 
J2120-K-1996,J,The power of separation : American constitutionalism and the myth of the legislative veto 
J2120-K-1971,J,The consent of the governed and other deceits 
J2120-L-1991,J,The American polity : the people and their government 
J2120-L-1998,J,The Reagan presidency and the politics of race : in pursuit of colorblind justice and limited government 
J2120-L-1996,J,American politics : institutions and interconnections 
J2120-L-1967,J,Governing the American nation 
J2120-L-1969,J,Essays on the making of the Constitution 
J2120-L-1963,J,The American political process 
J2120-E-1998,J,Government in America : people, politics, and policy 
J2120-L-1962,J,The polity 
J2120-L-1976,J,American government : incomplete conquest 
J2120-L-2000,J,American government : freedom and power 
J2120-L-1995,J,Embattled democracy : politics and policy in the Clinton era 
J2120-M-2005,J,American politics and society 
J2120-M-2017,J,American politics and society 
J2120-M-2013,J,American politics and society 
J2120-M-2006,J,A brief introduction to US politics 
J2120-M-2012,J,Politics USA.
J2120-M-2008,J,The politics of sincerity : Plato, frank speech, and democratic judgment 
J2120-M-2004,J,Electoral realignments : a critique of an American genre 
J2120-M-1985,J,Novus ordo seclorum : the intellectual origins of the Constitution 
J2120-M-2009,J,American politics and society 
J2120-M-1997,J,American politics and society 
J2120-M-2002,J,Controversies in American politics and society 
J2120-M-1994,J,Politics and power in the U.S.A. 
J2120-M-1999,J,Politics U.S.A. 
J2120-M-1969,J,The American democracy 
J2120-M-1991,J,The American political process 
J2120-M-1912,J,The Wisconsin idea 
J2120-M-1957,J,Essays in constitutional law 
J2120-M-1963,J,Cyclopedia of American government 
J2120-M-1987,J,The secret constitution and the need for constitutional change 
J2120-M-1959,J,The Constitution and the common defense 
J2120-M-1986,J,Witnesses at the creation : Hamilton, Madison, Jay and the Constitution 
